NUMERO DOSSIER;iddebiteur
10489157;2138
10489259;2139
10489375;2140
10490710;2141
10490935;2142
10491358;2143
10493059;2144
10493245;2145
10493628;2146
10494878;2147
10495411;2148
10496684;2149
10496715;2150
10497180;2151
10497800;2152
10498866;2153
10501359;2154
10502002;2155
10502088;2156
10503112;2157
10503815;2158
10504720;2159
10505752;2160
10507725;2161
10508824;2162
10510748;2163
10512612;2164
10514104;2165
10514932;2166
10515159;2167
10516963;2168
10518985;2169
10519048;2170
10519582;2171
10519587;2172
10520095;2173
10520430;2174
10521978;2175
10522175;2176
10523268;2177
10523370;2178
10523405;2179
10525139;2180
10525463;2181
10526681;2182
10527816;2183
10529370;2184
10529775;2185
10531022;2186
10533137;2187
10533628;2188
10535175;2189
10536022;2190
10537265;2191
10537856;2192
10539861;2193
10543748;2194
10545592;2195
10552454;2196
10552899;2197
10555832;2198
10559059;2199
10560379;2200
10560691;2201
10561926;2202
10563230;2203
10564587;2204
10564909;2205
10565086;2206
10566018;2207
10566833;2208
10567295;2209
10567608;2210
10570173;2211
10570210;2212
10571089;2213
10571158;2214
10572688;2215
10573224;2216
10574826;2217
10575386;2218
10576119;2219
10578044;2220
10581286;2221
10582384;2222
10582480;2223
10584061;2224
10585149;2225
10586202;2226
10589087;2227
10589745;2228
10591274;2229
10592195;2230
10593835;2231
10594831;2232
10596036;2233
10597012;2234
10599728;2235
10600040;2236
10601448;2237
10601857;2238
10603251;2239
10603367;2240
10604327;2241
10604364;2242
10607016;2243
10608797;2244
10609108;2245
10611552;2246
10612443;2247
10614451;2248
10616263;2249
10618313;2250
10619563;2251
10619963;2252
10621506;2253
10623767;2254
10624124;2255
10625202;2256
10625522;2257
10625691;2258
10628951;2259
10629414;2260
10630795;2261
10630881;2262
10631608;2263
10636168;2264
10636174;2265
10637340;2266
10638247;2267
10639170;2268
10640516;2269
10642655;2270
10645933;2271
10646062;2272
10648033;2273
10649464;2274
10650242;2275
10653814;2276
10655521;2277
10656479;2278
10656727;2279
10657612;2280
10657839;2281
10657854;2282
10658029;2283
10658151;2284
10658468;2285
10658524;2286
10659722;2287
10660219;2288
10660679;2289
10662070;2290
10663938;2291
10664236;2292
10664906;2293
10665711;2294
10667653;2295
10668462;2296
10669094;2297
10670550;2298
10670695;2299
10673641;2300
10673697;2301
10673879;2302
10675206;2303
10676417;2304
10678526;2305
10678945;2306
10679049;2307
10681529;2308
10682905;2309
10683533;2310
10684493;2311
10684854;2312
10685089;2313
10685772;2314
10686938;2315
10687892;2316
10688411;2317
10690996;2318
10691246;2319
10692124;2320
10693923;2321
10694404;2322
10694518;2323
10694990;2324
10698304;2325
10698411;2326
10699803;2327
10700053;2328
10700265;2329
10700330;2330
10700910;2331
10702874;2332
10703074;2333
10704023;2334
10708542;2335
10710268;2336
10710453;2337
10715800;2338
10716071;2339
10716331;2340
10716998;2341
10717582;2342
10717783;2343
10718714;2344
10719504;2345
10721631;2346
10722171;2347
10724702;2348
10725293;2349
10727551;2350
10728080;2351
10728566;2352
10730481;2353
10732576;2354
10735392;2355
10737591;2356
10738600;2357
10738758;2358
10739368;2359
10739647;2360
10739973;2361
10740333;2362
10745678;2363
10746913;2364
10747319;2365
10749715;2366
10750131;2367
10750212;2368
10752959;2369
10755836;2370
10759447;2371
10759593;2372
10760166;2373
10760771;2374
10762751;2375
10763743;2376
10766128;2377
10767102;2378
10767807;2379
10767910;2380
10769034;2381
10770032;2382
10770871;2383
10771183;2384
10771203;2385
10771318;2386
10771556;2387
10772864;2388
10774830;2389
10774900;2390
10775244;2391
10778810;2392
10779733;2393
10780280;2394
10780328;2395
10782061;2396
10788300;2397
10789855;2398
10790493;2399
10794980;2400
10796092;2401
10797103;2402
10797242;2403
10801039;2404
10801585;2405
10803874;2406
10804157;2407
10805265;2408
10808813;2409
10809888;2410
10811154;2411
10811207;2412
10814340;2413
10814704;2414
10815152;2415
10815592;2416
10816160;2417
10819776;2418
10819990;2419
10820706;2420
10822690;2421
10824365;2422
10824847;2423
10827884;2424
10828528;2425
10830827;2426
10831590;2427
10835602;2428
10836856;2429
10837050;2430
10837610;2431
10840442;2432
10840862;2433
10843631;2434
10843923;2435
10847767;2436
10848601;2437
10850042;2438
10850532;2439
10851664;2440
10851777;2441
10852152;2442
10853886;2443
10855369;2444
10855704;2445
10856574;2446
10858161;2447
10861539;2448
10863362;2449
10863505;2450
10866102;2451
10868088;2452
10868569;2453
10869007;2454
10869651;2455
10869993;2456
10873531;2457
10873920;2458
10874262;2459
10875736;2460
10876951;2461
10877888;2462
10878245;2463
10878801;2464
10880997;2465
10881909;2466
10882263;2467
10882693;2468
10883568;2469
10883927;2470
10884496;2471
10884539;2472
10884801;2473
10885953;2474
10887995;2475
10888934;2476
10891274;2477
10892402;2478
10892633;2479
10892850;2480
10893994;2481
10894030;2482
10895912;2483
10897187;2484
10897503;2485
10898033;2486
10898245;2487
10898246;2488
10899258;2489
10901474;2490
10901654;2491
10902081;2492
10902591;2493
10904010;2494
10904154;2495
10904188;2496
10904759;2497
10907280;2498
10907956;2499
10908387;2500
10910388;2501
10910561;2502
10910796;2503
10912208;2504
10913814;2505
10914933;2506
10915542;2507
10917926;2508
10919892;2509
10922718;2510
10925072;2511
10927948;2512
10929475;2513
10931452;2514
10934022;2515
10934425;2516
10934449;2517
10936875;2518
10939272;2519
10944351;2520
10946033;2521
10950501;2522
10952924;2523
10953839;2524
10957030;2525
10958312;2526
10959565;2527
10963570;2528
10965326;2529
10967557;2530
10969087;2531
10969396;2532
10971630;2533
10973268;2534
10973553;2535
10974179;2536
10974340;2537
10975359;2538
10975454;2539
10976107;2540
10976550;2541
10978338;2542
10979570;2543
10981534;2544
10981621;2545
10981932;2546
10983220;2547
10983221;2548
10983426;2549
10984991;2550
10987334;2551
10988011;2552
10988169;2553
10989793;2554
10994653;2555
10998264;2556
10998369;2557
10999552;2558
11000240;2559
11000844;2560
11001048;2561
11003877;2562
11006190;2563
11006883;2564
11009918;2565
11012137;2566
11013829;2567
11016786;2568
11016813;2569
11016888;2570
11017607;2571
11019945;2572
11020567;2573
11020969;2574
11021077;2575
11022019;2576
11024053;2577
11024223;2578
11026598;2579
11028412;2580
11030918;2581
11031924;2582
11032820;2583
11034959;2584
11035393;2585
11036860;2586
11037298;2587
11038669;2588
11039324;2589
11039393;2590
11039509;2591
11040222;2592
11040940;2593
11041835;2594
11042168;2595
11043502;2596
11043662;2597
11044950;2598
11046126;2599
11047574;2600
11047971;2601
11048293;2602
11049275;2603
11052124;2604
11054335;2605
11054830;2606
11055843;2607
11056213;2608
11056315;2609
11057052;2610
11058029;2611
11060859;2612
11061439;2613
11062449;2614
11063197;2615
11064240;2616
11067215;2617
11068332;2618
11070727;2619
11071803;2620
11073024;2621
11073095;2622
11074647;2623
11076654;2624
11079817;2625
11080865;2626
11082102;2627
11084896;2628
11085007;2629
11087241;2630
11087740;2631
11088433;2632
11088606;2633
11091377;2634
11091841;2635
11092540;2636
11093684;2637
11094521;2638
11094941;2639
11095846;2640
11096488;2641
11097567;2642
11097698;2643
11097765;2644
11097918;2645
11098017;2646
11100499;2647
11100562;2648
11101097;2649
11102295;2650
11102504;2651
11104145;2652
11105142;2653
11105827;2654
11106010;2655
11107978;2656
11108665;2657
11109746;2658
11110459;2659
11112068;2660
11112671;2661
11113344;2662
11113634;2663
11117967;2664
11119742;2665
11123362;2666
11123605;2667
11123828;2668
11124027;2669
11124266;2670
11124532;2671
11126070;2672
11126348;2673
11126796;2674
11127735;2675
11127890;2676
11127987;2677
11128649;2678
11128756;2679
11128778;2680
11128841;2681
11129898;2682
11130860;2683
11131647;2684
11132304;2685
11134219;2686
11135319;2687
11136652;2688
11137042;2689
11137248;2690
11137768;2691
11138094;2692
11139247;2693
11139566;2694
11140666;2695
11142376;2696
11143360;2697
11144419;2698
11144964;2699
11148202;2700
11148903;2701
11149247;2702
11150138;2703
11151437;2704
11151497;2705
11152751;2706
11153140;2707
11154734;2708
11155203;2709
11156689;2710
11157190;2711
11158878;2712
11160401;2713
11160639;2714
11161960;2715
11163281;2716
11163314;2717
11163641;2718
11164283;2719
11164571;2720
11168188;2721
11169499;2722
11171347;2723
11171990;2724
11173096;2725
11175202;2726
11176061;2727
11176990;2728
11177661;2729
11177837;2730
11178700;2731
11178800;2732
11179227;2733
11180444;2734
11183249;2735
11183682;2736
11185435;2737
11186761;2738
11187123;2739
11190261;2740
11190969;2741
11191169;2742
11191754;2743
11191793;2744
11192656;2745
11192920;2746
11193472;2747
11193496;2748
11193561;2749
11194025;2750
11194207;2751
11195350;2752
11197484;2753
11197646;2754
11199302;2755
11202280;2756
11203093;2757
11204498;2758
11204633;2759
11206255;2760
11206392;2761
11207881;2762
11209028;2763
11209649;2764
11212483;2765
11213167;2766
11214913;2767
11216141;2768
11216216;2769
11217216;2770
11218218;2771
11219144;2772
11220990;2773
11221069;2774
11221876;2775
11224682;2776
11225060;2777
11225473;2778
11227463;2779
11228029;2780
11229440;2781
11229615;2782
11232077;2783
11235632;2784
11236429;2785
11238081;2786
11238777;2787
11239535;2788
11239572;2789
11241713;2790
11244475;2791
11244849;2792
11248679;2793
11249276;2794
11251638;2795
11252844;2796
11253516;2797
11253765;2798
11254983;2799
11255286;2800
11255357;2801
11255849;2802
11257983;2803
11261342;2804
11263667;2805
11265709;2806
11269206;2807
11270009;2808
11270438;2809
11271258;2810
11271306;2811
11271555;2812
11271815;2813
11272105;2814
11272543;2815
11274634;2816
11275386;2817
11277199;2818
11279635;2819
11280274;2820
11283660;2821
11284127;2822
11284220;2823
11285416;2824
11285495;2825
11288368;2826
11289596;2827
11292099;2828
11293077;2829
11293964;2830
11295110;2831
11297310;2832
11297552;2833
11297795;2834
11298448;2835
11299319;2836
11299547;2837
11300366;2838
11301586;2839
11304751;2840
11306335;2841
11308571;2842
11309316;2843
11310653;2844
11311213;2845
11312058;2846
11312946;2847
11315069;2848
11316271;2849
11317864;2850
11318136;2851
11319160;2852
11319344;2853
11319627;2854
11320773;2855
11322038;2856
11322977;2857
11323396;2858
11323997;2859
11326227;2860
11327192;2861
11327211;2862
11328808;2863
11329781;2864
11333195;2865
11335434;2866
11336999;2867
11337362;2868
11337807;2869
11338509;2870
11338897;2871
11338962;2872
11340877;2873
11342454;2874
11342616;2875
11343432;2876
11344225;2877
11344360;2878
11347189;2879
11347722;2880
11349087;2881
11349902;2882
11352086;2883
11354685;2884
11359134;2885
11360176;2886
11361667;2887
11366026;2888
11366917;2889
11367981;2890
11369331;2891
11369621;2892
11369855;2893
11370046;2894
11371180;2895
11372283;2896
11373854;2897
11374234;2898
11374256;2899
11375738;2900
11376222;2901
11376412;2902
11377240;2903
11380042;2904
11380879;2905
11381879;2906
11382073;2907
11383157;2908
11383941;2909
11384075;2910
11384768;2911
11385685;2912
11385705;2913
11387898;2914
11388510;2915
11389046;2916
11389172;2917
11391925;2918
11392653;2919
11392984;2920
11396570;2921
11397024;2922
11397033;2923
11398084;2924
11400215;2925
11400390;2926
11400538;2927
11400994;2928
11401523;2929
11402738;2930
11403216;2931
11404688;2932
11406879;2933
11406904;2934
11407411;2935
11408272;2936
11408886;2937
11410612;2938
11412341;2939
11412620;2940
11413413;2941
11414460;2942
11415403;2943
11416205;2944
11417319;2945
11418673;2946
11419138;2947
11419164;2948
11419489;2949
11419797;2950
11419892;2951
11420422;2952
11420483;2953
11424406;2954
11424425;2955
11426285;2956
11428439;2957
11430637;2958
11431033;2959
11434628;2960
11435200;2961
11436082;2962
11438368;2963
11440805;2964
11441546;2965
11443195;2966
11443370;2967
11443532;2968
11445733;2969
11448337;2970
11448961;2971
11449014;2972
11449588;2973
11449863;2974
11450758;2975
11452760;2976
11454420;2977
11454880;2978
11456119;2979
11458817;2980
11460142;2981
11460253;2982
11460384;2983
11460649;2984
11461144;2985
11462428;2986
11463073;2987
11465489;2988
11467001;2989
11468628;2990
11469309;2991
11471799;2992
11471945;2993
11473713;2994
11474025;2995
11474634;2996
11475208;2997
11475598;2998
11476252;2999
11477062;3000
11478224;3001
11479833;3002
11479871;3003
11480324;3004
11480598;3005
11480877;3006
11481528;3007
11482818;3008
11483728;3009
11486475;3010
11487330;3011
11488348;3012
11488781;3013
11490027;3014
11490170;3015
11490257;3016
11491185;3017
11491573;3018
11493488;3019
11494703;3020
11494918;3021
11496558;3022
11498066;3023
11499119;3024
11499303;3025
11499971;3026
11500484;3027
11500853;3028
11502065;3029
11502158;3030
11502944;3031
11503029;3032
11508126;3033
11509045;3034
11509363;3035
11509813;3036
11510432;3037
11511492;3038
11511618;3039
11512165;3040
11513123;3041
11513621;3042
11514025;3043
11515770;3044
11516867;3045
11517539;3046
11518368;3047
11519418;3048
11520099;3049
11522980;3050
11523488;3051
11523944;3052
11524642;3053
11527578;3054
11528792;3055
11530025;3056
11530215;3057
11530444;3058
11533008;3059
11533167;3060
11534040;3061
11534408;3062
11535354;3063
11535479;3064
11536103;3065
11536568;3066
11537049;3067
11539402;3068
11540926;3069
11542101;3070
11544399;3071
11544975;3072
11546097;3073
11546282;3074
11553862;3075
11554347;3076
11556716;3077
11556891;3078
11557215;3079
11558163;3080
11559189;3081
11559611;3082
11560354;3083
11561159;3084
11563124;3085
11564191;3086
11566360;3087
11566478;3088
11567213;3089
11568074;3090
11570812;3091
11574400;3092
11575394;3093
11576064;3094
11576773;3095
11576878;3096
11578040;3097
11579148;3098
11579390;3099
11580265;3100
11581519;3101
11582306;3102
11582924;3103
11583115;3104
11584342;3105
11584486;3106
11584688;3107
11584886;3108
11584952;3109
11586991;3110
11589179;3111
11590797;3112
11591051;3113
11592625;3114
11593670;3115
11594179;3116
11594745;3117
11594874;3118
11595255;3119
11597277;3120
11597633;3121
11598072;3122
11598187;3123
11598449;3124
11598901;3125
11600627;3126
11601387;3127
11602402;3128
11603162;3129
11603393;3130
11603651;3131
11605008;3132
11605780;3133
11606625;3134
11609462;3135
11609530;3136
11610526;3137
11611301;3138
11611520;3139
11611806;3140
11613382;3141
11613825;3142
11614584;3143
11614774;3144
11615592;3145
11617066;3146
11617805;3147
11618370;3148
11618642;3149
11620062;3150
11620358;3151
11621363;3152
11621686;3153
11622014;3154
11622520;3155
11622534;3156
11622773;3157
11623799;3158
11625092;3159
11626283;3160
11626429;3161
11627290;3162
11628494;3163
11629786;3164
11630390;3165
11630882;3166
11631159;3167
11631704;3168
11633071;3169
11633301;3170
11633542;3171
11634194;3172
11634919;3173
11635533;3174
11636290;3175
11637015;3176
11637156;3177
11637215;3178
11639020;3179
11639509;3180
11640804;3181
11640852;3182
11641308;3183
11644878;3184
11646626;3185
11647285;3186
11647960;3187
11650266;3188
11650939;3189
11651995;3190
11652763;3191
11652840;3192
11652884;3193
11654032;3194
11655296;3195
11656457;3196
11657127;3197
11657371;3198
11658758;3199
11659052;3200
11659197;3201
11661117;3202
11661365;3203
11661737;3204
11662689;3205
11662998;3206
11663874;3207
11664315;3208
11664321;3209
11664940;3210
11665141;3211
11666023;3212
11666169;3213
11666792;3214
11670458;3215
11671581;3216
11673232;3217
11674084;3218
11674704;3219
11674747;3220
11675986;3221
11677632;3222
11677743;3223
11677923;3224
11678399;3225
11680520;3226
11681422;3227
11682584;3228
11682836;3229
11684180;3230
11685359;3231
11685648;3232
11687203;3233
11687586;3234
11687815;3235
11689000;3236
11691310;3237
11692152;3238
11693888;3239
11695347;3240
11695815;3241
11696806;3242
11697419;3243
11699396;3244
11700594;3245
11700903;3246
11702228;3247
11702254;3248
11702336;3249
11702500;3250
11703349;3251
11703587;3252
11704287;3253
11705262;3254
11706396;3255
11707195;3256
11709250;3257
11709763;3258
11711329;3259
11713203;3260
11713766;3261
11713892;3262
11714657;3263
11715971;3264
11716119;3265
11716217;3266
11716837;3267
11717509;3268
11717624;3269
11718728;3270
11718737;3271
11719127;3272
11719201;3273
11720074;3274
11720271;3275
11721409;3276
11722028;3277
11724837;3278
11725178;3279
11725513;3280
11730679;3281
11730890;3282
11731237;3283
11731549;3284
11732388;3285
11732957;3286
11733655;3287
11734178;3288
11734531;3289
11735421;3290
11735673;3291
11736267;3292
11736274;3293
11737821;3294
11740011;3295
11743213;3296
11743745;3297
11744086;3298
11745298;3299
11745420;3300
11745549;3301
11745792;3302
11747039;3303
11747371;3304
11747835;3305
11748371;3306
11748949;3307
11749077;3308
11749710;3309
11750196;3310
11751026;3311
11751579;3312
11752429;3313
11753788;3314
11755402;3315
11756102;3316
11756933;3317
11757064;3318
11759348;3319
11759366;3320
11759405;3321
11761556;3322
11762106;3323
11762206;3324
11765206;3325
11766307;3326
11766738;3327
11768193;3328
11768631;3329
11769379;3330
11770684;3331
11773079;3332
11774391;3333
11774926;3334
11775150;3335
11776290;3336
11777974;3337
11778127;3338
11778549;3339
11778993;3340
11780128;3341
11780745;3342
11782149;3343
11782228;3344
11783511;3345
11785040;3346
11785597;3347
11785610;3348
11786152;3349
11788532;3350
11789643;3351
11790501;3352
11791228;3353
11792131;3354
11792729;3355
11793226;3356
11793997;3357
11794496;3358
11794536;3359
11794730;3360
11795647;3361
11796027;3362
11796632;3363
11796653;3364
11796804;3365
11797394;3366
11797736;3367
11798653;3368
11799222;3369
11799940;3370
11800059;3371
11800642;3372
11800888;3373
11802825;3374
11805933;3375
11805969;3376
11808895;3377
11811921;3378
11812551;3379
11813355;3380
11814198;3381
11814258;3382
11814349;3383
11814463;3384
11815085;3385
11815365;3386
11816676;3387
11818272;3388
11821033;3389
11821457;3390
11822075;3391
11823861;3392
11824215;3393
11825227;3394
11826603;3395
11826868;3396
11826907;3397
11827053;3398
11828229;3399
11830135;3400
11835659;3401
11836533;3402
11837106;3403
11838974;3404
11841636;3405
11841867;3406
11842058;3407
11842465;3408
11843517;3409
11843858;3410
11845532;3411
11845966;3412
11847371;3413
11849747;3414
11850808;3415
11851874;3416
11853710;3417
11854054;3418
11854978;3419
11855556;3420
11855575;3421
11855841;3422
11856937;3423
11859886;3424
11862323;3425
11862771;3426
11863551;3427
11864086;3428
11865332;3429
11865633;3430
11865856;3431
11867376;3432
11869714;3433
11870295;3434
11871232;3435
11873519;3436
11873911;3437
11874047;3438
11874174;3439
11874557;3440
11875120;3441
11876545;3442
11877365;3443
11877851;3444
11878227;3445
11878757;3446
11878840;3447
11879006;3448
11879249;3449
11879552;3450
11879885;3451
11880505;3452
11882561;3453
11882750;3454
11883337;3455
11884155;3456
11885006;3457
11885153;3458
11886174;3459
11886317;3460
11886667;3461
11887142;3462
11887660;3463
11888242;3464
11889007;3465
11889185;3466
11889632;3467
11890031;3468
11894353;3469
11895631;3470
11897437;3471
11897876;3472
11897937;3473
11898676;3474
11898795;3475
11900027;3476
11900796;3477
11901369;3478
11901586;3479
11902222;3480
11904545;3481
11904716;3482
11904743;3483
11904783;3484
11905029;3485
11905168;3486
11905221;3487
11906819;3488
11907016;3489
11907119;3490
11908539;3491
11909950;3492
11910755;3493
11911246;3494
11911549;3495
11912917;3496
11913132;3497
11915066;3498
11915368;3499
11915469;3500
11915510;3501
11915516;3502
11916171;3503
11916513;3504
11916998;3505
11918086;3506
11918391;3507
11918835;3508
11919335;3509
11920437;3510
11920848;3511
11921592;3512
11922121;3513
11922271;3514
11922658;3515
11922845;3516
11923857;3517
11924562;3518
11924721;3519
11925436;3520
11926170;3521
11926193;3522
11926898;3523
11927456;3524
11927753;3525
11928176;3526
11928311;3527
11929643;3528
11930177;3529
11930720;3530
11932438;3531
11932918;3532
11933557;3533
11933685;3534
11933709;3535
11934195;3536
11934863;3537
11934992;3538
11935280;3539
11935548;3540
11938735;3541
11939510;3542
11940320;3543
11940867;3544
11942428;3545
11942520;3546
11942748;3547
11942951;3548
11943161;3549
11943823;3550
11944553;3551
11946104;3552
11946859;3553
11947484;3554
11947721;3555
11947954;3556
11948852;3557
11949109;3558
11950795;3559
11951673;3560
11953053;3561
11954074;3562
11954450;3563
11954599;3564
11955217;3565
11955746;3566
11956434;3567
11956755;3568
11956965;3569
11957654;3570
11958847;3571
11959193;3572
11962283;3573
11962775;3574
11963137;3575
11963943;3576
11964192;3577
11966541;3578
11967018;3579
11968184;3580
11968559;3581
11968723;3582
11968815;3583
11969570;3584
11969580;3585
11969902;3586
11970217;3587
11970893;3588
11973230;3589
11974085;3590
11974526;3591
11975224;3592
11976989;3593
11977445;3594
11979085;3595
11979428;3596
11979977;3597
11980103;3598
11980173;3599
11982126;3600
11983481;3601
11983849;3602
11985037;3603
11987009;3604
11987057;3605
11987134;3606
11987148;3607
11987816;3608
11987891;3609
11988322;3610
11988874;3611
11989153;3612
11989191;3613
11989541;3614
11991471;3615
11991867;3616
11992332;3617
11993145;3618
11993269;3619
11993730;3620
11994421;3621
11995172;3622
11996673;3623
11998961;3624
12001560;3625
12002545;3626
12002965;3627
12003620;3628
12003701;3629
12003966;3630
12004441;3631
12004497;3632
12004744;3633
12007406;3634
12008286;3635
12009148;3636
12009727;3637
12010471;3638
12011759;3639
12012359;3640
12012865;3641
12013610;3642
12013711;3643
12013857;3644
12013883;3645
12014423;3646
12014622;3647
12014669;3648
12014678;3649
12015312;3650
12015716;3651
12020914;3652
12021682;3653
12022381;3654
12024918;3655
