NUMERO DOSSIER;type_creance;numero_de_creance;Date_echeance;total_creance;Nature_crence;iddebiteur;type_creance
12909072;134491723;F-0324-0521968;02/03/2024;98,992;Fixe;5064;4
12261140;121339367;F-0224-0758771;04/02/2024;249;Fixe;3975;1
12261140;121339367;F-0324-0736582;04/03/2024;249;Fixe;3975;2
12319049;129765788;F-0224-0740112;04/02/2024;99;Mobile;4060;2
12319049;129765788;F-0324-0793806;04/03/2024;99;Mobile;4060;5
12796016;132668098;F-0224-0646967;02/02/2024;249;Fixe;4815;3
12796016;132668098;F-0324-0615413;02/03/2024;249;Fixe;4815;4
12142035;119412963;F-0324-0751265;04/03/2024;49;Mobile;3817;1
12141979;119412843;F-0324-0733485;04/03/2024;249;Fixe;3816;2
13518235;144491988;F-0324-0680893;02/03/2024;49;Mobile;7505;2
11322038;108368073;F-0324-0701658;02/03/2024;49;Mobile;2856;5
11194207;104459071;F-0324-0649503;02/03/2024;240;Mobile;2751;3
11901586;116189965;F-0324-0747912;04/03/2024;349;Fixe;3479;4
13518837;144493150;F-0224-0632269;02/02/2024;49;Mobile;7513;1
13518837;144493150;F-0324-0680903;02/03/2024;49;Mobile;7513;2
11898676;116060957;F-0224-0741015;04/02/2024;186,75;Fixe;3474;2
11898676;116060957;F-0324-0732510;04/03/2024;186,75;Fixe;3474;5
12796444;132668797;F-0324-0673624;02/03/2024;199;Fixe;4816;3
12796444;132668797;F-0224-0559072;02/02/2024;199;Fixe;4816;4
12860470;133760365;F-0324-1508866;03/03/2024;8,59;Fixe;4955;1
12860470;133760365;F-0224-0008248;03/02/2024;249;Fixe;4955;2
13296439;141152837;F-0324-1543862;02/03/2024;800,52;Fixe;6046;2
12722230;131236885;F-0324-1514302;02/03/2024;214,66;Fixe;4661;5
13695786;147935529;F-0324-1549130;04/03/2024;247,99;Fixe;10713;3
11980103;117237119;F-0324-1518779;01/03/2024;132,41;Mobile;3598;4
12345232;122614987;F-0324-1518302;02/03/2024;42,93;Fixe;4099;1
12345232;122614987;F-0224-0711275;02/02/2024;249;Fixe;4099;2
12480605;142939291;F-0324-1516692;02/03/2024;111,75;Mobile;4310;2
12735137;140898423;F-0324-1514018;02/03/2024;198,98;Fixe;4682;5
11736274;131637514;F-0324-1517602;02/03/2024;51,52;Fixe;3293;3
13379330;142455607;F-0224-0174159;03/02/2024;148,99;Fixe;6439;4
13379330;142455607;F-0324-1555612;03/03/2024;499;Fixe;6439;1
5857259;121504651;F-0324-1528859;04/03/2024;120,21;Fixe;601;2
5857259;121504651;F-0224-0920053;04/02/2024;249;Fixe;601;2
13692631;147769023;F-0224-1163135;04/02/2024;137,45;Fixe;10634;5
13692631;147769023;F-0324-1549827;04/03/2024;546,63;Fixe;10634;3
12783280;135040504;F-0324-1545250;02/03/2024;149;Mobile;4790;4
6852059;139486250;F-0324-1551325;04/03/2024;94,45;Fixe;857;1
13412458;142958421;F-0324-1538720;01/03/2024;116,65;Mobile;6599;2
13649580;146962045;F-0324-1540636;01/03/2024;249;Mobile;9274;2
12253341;121205141;F-0324-1512060;03/03/2024;8,59;Fixe;3963;5
12253341;121205141;F-0224-0016867;03/02/2024;249;Fixe;3963;3
12334817;135854760;F-0224-1394860;01/02/2024;149;Mobile;4081;4
12334817;135854760;F-0324-1523194;01/03/2024;149;Mobile;4081;1
12475789;125548238;F-0324-1516190;02/03/2024;34,35;Fixe;4300;2
3953843;144053910;F-0324-1551308;04/03/2024;99;Mobile;168;2
13313256;141441999;F-0324-1537671;03/03/2024;510,66;Fixe;6109;5
13093312;137616186;F-0324-1543548;02/03/2024;562,04;Fixe;5492;3
13576688;145517738;F-0324-0411585;01/03/2024;199;Mobile;8192;4
13577641;145519427;F-0324-0412691;01/03/2024;49;Mobile;8207;1
13427397;143114985;F-0224-0293324;01/02/2024;49;Mobile;6716;2
13427397;143114985;F-0324-0415786;01/03/2024;49;Mobile;6716;2
13164166;138879195;F-0324-1516221;02/03/2024;99;Mobile;5675;5
13469360;143829849;F-0224-0084933;03/02/2024;48,982;Fixe;7002;3
13469360;143829849;F-0324-1536847;03/03/2024;474,7;Fixe;7002;4
9286105;128146003;F-0324-1526077;04/03/2024;128,79;Fixe;1232;1
13370411;142363395;F-0324-1545379;02/03/2024;849;Fixe;6396;2
13354114;142076991;F-0324-0390244;01/03/2024;199;Mobile;6294;2
13210345;145445842;F-0324-0410261;01/03/2024;199;Mobile;5792;5
13275159;140749841;F-0324-0382203;01/03/2024;148,99;Fixe;5974;3
13138222;139686449;F-0324-0352601;01/03/2024;49;Mobile;5608;4
12044415;145438551;F-0224-1066503;01/02/2024;4,99;Mobile;3684;1
12044415;145438551;F-0324-0411448;01/03/2024;49;Mobile;3684;2
12894079;134391402;F-0224-0455154;01/02/2024;249;Mobile;5029;2
12894079;134391402;F-0324-0409029;01/03/2024;249;Mobile;5029;5
13200895;139707481;F-0324-0352609;01/03/2024;49;Mobile;5767;3
13200895;139707482;F-0823-0969042;01/08/2023;49;Mobile;5767;4
13200895;139707482;F-0923-0975477;01/09/2023;49;Mobile;5767;1
13562040;145364182;F-0324-0410518;01/03/2024;49;Mobile;8010;2
12768956;143980299;F-0324-0278851;01/03/2024;248,98;Fixe;4748;2
13539153;144842255;F-0224-0153440;03/02/2024;97;Mobile;7758;5
13539153;144842255;F-0324-0036196;03/03/2024;99;Mobile;7758;3
13614101;146117234;F-0324-0099782;03/03/2024;49;Mobile;8588;4
13465458;143762724;F-0324-0080982;03/03/2024;148,99;Fixe;6977;1
12179422;138714420;F-0324-0131007;03/03/2024;49;Mobile;3878;2
13528190;144664586;F-0224-0182158;03/02/2024;49;Mobile;7618;2
13528190;144664586;F-0324-0102462;03/03/2024;49;Mobile;7618;5
11951673;116822772;F-0324-0066444;03/03/2024;349;Fixe;3560;3
12251761;121200606;F-0324-0063288;03/03/2024;349;Fixe;3962;4
12128670;119173773;F-0324-0048944;03/03/2024;240;Mobile;3796;1
11768631;142722636;F-1123-1179375;03/11/2023;124,5;Mobile;3329;2
11768631;142722636;F-1223-1296540;03/12/2023;124,5;Mobile;3329;2
10638247;96728666;F-0324-0131713;03/03/2024;49;Mobile;2267;5
12245933;121063776;F-0324-0087132;03/03/2024;49;Mobile;3951;3
11512165;145698661;F-0324-0113416;03/03/2024;49;Mobile;3040;4
11620358;110599946;F-0324-0040118;03/03/2024;49;Mobile;3151;1
11768631;113281609;F-0324-0049352;03/03/2024;49;Mobile;3329;2
13377687;142436628;F-0324-0101315;03/03/2024;49;Mobile;6428;2
12249537;137384827;F-0324-0035713;03/03/2024;148,99;Fixe;3959;5
13530728;144669609;F-0324-0198179;03/03/2024;99;Mobile;7642;3
13533280;144690846;F-0324-0170466;03/03/2024;148,99;Fixe;7670;4
13542997;144909091;F-0324-0192098;03/03/2024;49;Mobile;7802;1
13617308;146222736;F-0324-0171702;03/03/2024;99;Mobile;8620;2
11854054;135876816;F-0324-0782376;04/03/2024;349;Fixe;3418;2
12812826;133112011;F-0324-0039048;03/03/2024;49;Mobile;4850;5
12812826;133112011;F-0224-0005113;03/02/2024;49;Mobile;4850;3
13456049;143525719;F-0324-0179940;03/03/2024;49;Mobile;6918;4
13184408;139301310;F-0324-0160840;03/03/2024;148,99;Fixe;5732;1
12737338;145207104;F-0324-0044018;03/03/2024;249;Fixe;4683;2
13589288;145763188;F-0324-0662281;02/03/2024;47;Mobile;8318;2
11959193;116949085;F-0324-1531363;04/03/2024;154,55;Fixe;3572;5
11792131;113808355;F-0324-0155597;03/03/2024;49;Mobile;3354;3
12029768;117919656;F-0224-0754343;04/02/2024;199;Mobile;3661;4
12029768;117919656;F-0324-0741119;04/03/2024;199;Mobile;3661;1
12014622;117711528;F-0324-1510851;03/03/2024;188,9;Fixe;3647;2
8808476;143209328;F-0124-1110843;04/01/2024;148,99;Fixe;1140;2
8808476;143209328;F-0224-0887455;04/02/2024;148,99;Fixe;1140;5
8808476;143209328;F-0324-1557607;04/03/2024;300;Fixe;1140;3
11696806;111925867;F-0224-0722501;02/02/2024;249;Fixe;3242;4
11696806;111925867;F-0324-0646638;02/03/2024;249;Fixe;3242;1
13643213;146878745;F-0324-1539752;01/03/2024;860,62;Mobile;9095;2
11933709;116611233;F-0324-0672784;02/03/2024;240;Mobile;3535;2
11748371;130968212;F-0324-1552698;04/03/2024;118,99;Mobile;3306;5
6060277;145919838;F-0324-1527828;04/03/2024;149,25;Mobile;671;3
13024350;142723429;F-0324-1541122;01/03/2024;972,24;Fixe;5319;4
13551945;145075910;F-0124-1142404;04/01/2024;149,01;Fixe;7904;1
13551945;145075910;F-0224-0799824;04/02/2024;149,01;Fixe;7904;2
13551945;145075910;F-0324-1556530;04/03/2024;499;Fixe;7904;2
12932085;134772608;F-0324-1513216;03/03/2024;49;Mobile;5127;5
12587148;128763699;F-0324-1517890;02/03/2024;231,83;Fixe;4457;3
11006883;101277801;F-0324-1541669;01/03/2024;96,07;Mobile;2564;4
6398958;111266634;F-0324-1526952;04/03/2024;77,28;Fixe;725;1
6398958;111266634;F-0224-0936271;04/02/2024;249;Fixe;725;2
11943823;122103392;F-0324-1509048;03/03/2024;180,31;Fixe;3550;2
13372821;142367777;F-0124-0975000;02/01/2024;148,99;Fixe;6411;5
13372821;142367777;F-0224-0541962;02/02/2024;148,99;Fixe;6411;3
13372821;142367777;F-0324-1554829;02/03/2024;499;Fixe;6411;4
11475598;124748869;F-0324-1523371;01/03/2024;49;Mobile;2998;1
12004441;143200561;F-0324-1543366;02/03/2024;247,99;Fixe;3631;2
13550584;145073119;F-0224-0839254;04/02/2024;149,01;Fixe;7892;2
13550584;145073119;F-0324-1547029;04/03/2024;320,55;Fixe;7892;5
13659214;147069302;F-0324-1543488;02/03/2024;89,21;Mobile;9569;3
13659214;147069302;F-0224-1105732;02/02/2024;141,23;Mobile;9569;4
12584089;128666595;F-0324-1515187;02/03/2024;49;Mobile;4452;1
11970217;117147137;F-0324-1521489;01/03/2024;128,79;Fixe;3587;2
11920437;144076483;F-0324-1532325;04/03/2024;186,75;Fixe;3510;2
12941744;134953363;F-0324-1531703;04/03/2024;240,41;Fixe;5139;5
13191740;139486834;F-0324-1549182;04/03/2024;546,63;Fixe;5749;3
13632323;146753478;F-0324-1549219;04/03/2024;129,69;Mobile;8793;4
13618629;146225120;F-0324-1534253;03/03/2024;99;Mobile;8644;1
12943705;135094756;F-0324-1531091;04/03/2024;49;Mobile;5146;2
13258184;140595501;F-0224-0786892;04/02/2024;149,01;Fixe;5930;2
13258184;140595501;F-0324-1550116;04/03/2024;526,09;Fixe;5930;5
13570473;145439578;F-0324-0263146;01/03/2024;199;Mobile;8132;3
12060081;118353369;F-0324-1514278;02/03/2024;8,59;Fixe;3706;4
12060081;118353369;F-0224-0566245;02/02/2024;249;Fixe;3706;1
11622014;110634021;F-0324-1511231;03/03/2024;111,62;Fixe;3154;2
6690423;133373873;F-0324-1552990;04/03/2024;186,75;Mobile;774;2
11815085;114265939;F-0324-1518191;02/03/2024;51,52;Fixe;3385;5
11815085;114265939;F-0224-0690018;02/02/2024;249;Fixe;3385;3
13301007;141222028;F-0324-1517236;02/03/2024;248,98;Fixe;6063;4
5687170;122604362;F-0324-1529478;04/03/2024;34,35;Fixe;549;1
13058627;136606402;F-0324-1550109;04/03/2024;249;Mobile;5400;2
12521203;126832618;F-0324-0405647;01/03/2024;249;Fixe;4364;2
11544399;114105228;F-0324-0404402;01/03/2024;249;Fixe;3071;5
12886548;134337464;F-0324-0226301;01/03/2024;349;Fixe;5013;3
13420907;143033314;F-0324-0410337;01/03/2024;148,99;Fixe;6661;4
12155388;119610540;F-0224-0335106;01/02/2024;240;Fixe;3847;1
12155388;119610540;F-0324-0377027;01/03/2024;240;Fixe;3847;2
11359134;106759902;F-0421-0406253;01/04/2021;18;Mobile;2885;2
12154349;119608602;F-0324-0376974;01/03/2024;49;Mobile;3842;5
13567054;146777466;F-0324-0410165;01/03/2024;99;Mobile;8086;3
13347150;142011336;F-0324-1524129;01/03/2024;39,2;Mobile;6253;4
3956334;129797499;F-1023-1300640;04/10/2023;49;Mobile;170;1
12336469;122495391;F-0324-0409645;01/03/2024;240;Mobile;4084;2
3956334;148256029;F-0324-1525885;04/03/2024;74,25;Mobile;170;2
11996673;117507941;F-0324-1517086;02/03/2024;252,72;Fixe;3623;5
11996673;117507941;F-0224-0585712;02/02/2024;349;Fixe;3623;3
12021682;117765584;F-0324-1512445;03/03/2024;34,35;Fixe;3653;4
12389109;123499234;F-0324-0241808;01/03/2024;49;Mobile;4171;1
12769672;132157139;F-0324-0359462;01/03/2024;249;Fixe;4750;2
13499963;144237435;F-0224-0238312;01/02/2024;47;Mobile;7291;2
13499963;144237435;F-0324-0270169;01/03/2024;49;Mobile;7291;5
13270070;140680830;F-0324-0383507;01/03/2024;49;Mobile;5955;3
13674436;147342365;F-0224-1003906;03/02/2024;49;Mobile;10026;4
13674436;147342365;F-0324-0911521;03/03/2024;49;Mobile;10026;1
13679878;147517434;F-0324-0915020;03/03/2024;49;Mobile;10194;2
11055843;105530642;F-0324-0339619;01/03/2024;349;Fixe;2607;2
12768338;132154594;F-0324-0357281;01/03/2024;49;Mobile;4747;5
12450539;124756169;F-0324-0356397;01/03/2024;99;Mobile;4270;3
12441781;124570572;F-0324-0855665;04/03/2024;249;Fixe;4252;4
12785831;136853495;F-0324-0957682;02/03/2024;169;Mobile;4795;1
13682994;147603236;F-0324-0916134;03/03/2024;148,99;Fixe;10312;2
13687267;147611257;F-0324-0902288;03/03/2024;148,99;Fixe;10448;2
9327517;142927198;F-0324-0878765;04/03/2024;49;Mobile;1241;5
13682376;147602105;F-0224-1034209;03/02/2024;49;Mobile;10283;3
13682376;147602105;F-0324-0909027;03/03/2024;49;Mobile;10283;4
13664514;147139683;F-0324-0978094;02/03/2024;49;Mobile;9734;1
13675915;147345086;F-0224-0991002;03/02/2024;49;Mobile;10072;2
13675915;147345086;F-0324-0930911;03/03/2024;49;Mobile;10072;2
6065983;141916672;F-0324-0842649;04/03/2024;49;Mobile;673;5
12187063;120139389;F-0324-0945281;03/03/2024;59;Mobile;3894;3
13612834;146013730;F-0324-0910610;03/03/2024;49;Mobile;8572;4
13676834;147431671;F-0224-1014500;03/02/2024;49;Mobile;10104;1
13676834;147431671;F-0324-0930627;03/03/2024;49;Mobile;10104;2
13673198;147256626;F-0224-1011296;03/02/2024;49;Mobile;9987;2
13673198;147256626;F-0324-0917024;03/03/2024;49;Mobile;9987;5
13610973;145930371;F-0324-0930340;03/03/2024;148,99;Fixe;8553;3
13689963;147696352;F-0324-0930938;03/03/2024;199;Mobile;10549;4
4195701;147765037;F-0324-1437789;04/03/2024;49;Mobile;224;1
13292476;148251944;F-0324-0967585;02/03/2024;49;Mobile;6033;2
13292476;148251944;F-0224-1422560;02/02/2024;99;Mobile;6033;2
13621551;146430790;F-0324-1382404;04/03/2024;248,98;Fixe;8680;5
13396128;142721160;F-0324-1447158;04/03/2024;148,99;Fixe;6507;3
6445513;147136280;F-0324-1432589;04/03/2024;199;Mobile;741;4
13523342;144514921;F-0324-1441942;02/03/2024;148,99;Fixe;7568;1
13691840;147767553;F-0224-1522589;04/02/2024;51,36;Mobile;10605;2
13691840;147767553;F-0324-1365531;04/03/2024;199;Mobile;10605;2
3678070;143194502;F-0324-1431589;04/03/2024;248,98;Fixe;59;5
12942988;134958685;F-0324-1459357;04/03/2024;143,87;Fixe;5145;3
13700840;148025917;F-0324-1386683;04/03/2024;49;Mobile;10843;4
13450437;143499886;F-0324-0035297;03/03/2024;249;Fixe;6878;1
12857737;133740394;F-0324-0175450;03/03/2024;249;Fixe;4950;2
3610466;145437990;F-0324-1433479;04/03/2024;99;Mobile;43;2
13476451;143843401;F-0324-1354653;04/03/2024;249;Mobile;7056;5
7115923;145143000;F-0324-1465482;04/03/2024;148,99;Fixe;889;3
12882459;134306265;F-0324-1371380;04/03/2024;249;Fixe;5003;4
13633248;146755719;F-0224-1171144;04/02/2024;49;Mobile;8804;1
13633248;146755719;F-0324-1387013;04/03/2024;49;Mobile;8804;2
12932051;134772558;F-0224-0187011;03/02/2024;199;Fixe;5126;2
12932051;134772558;F-0324-0212454;03/03/2024;199;Fixe;5126;5
13545829;144974169;F-0324-0134702;03/03/2024;49;Mobile;7831;3
13371983;142366224;F-0224-0602250;02/02/2024;49;Mobile;6406;4
13371983;142366224;F-0324-0652630;02/03/2024;49;Mobile;6406;1
12607526;129121296;F-0324-0085840;03/03/2024;199;Mobile;4485;2
11340877;143969604;F-0224-0159263;03/02/2024;99;Mobile;2873;2
11340877;143969604;F-0324-0188781;03/03/2024;99;Mobile;2873;5
13507232;144311270;F-0324-0650839;02/03/2024;49;Mobile;7379;3
11908539;116782492;F-0324-0727577;04/03/2024;249;Fixe;3491;4
13586033;145697188;F-0324-0652871;02/03/2024;249;Fixe;8285;1
11659197;144601777;F-0324-0664832;02/03/2024;199;Mobile;3201;2
11392984;118539482;F-0324-0177794;03/03/2024;249;Fixe;2920;2
10824847;106032421;F-0324-0777203;04/03/2024;240;Mobile;2423;5
13696772;147937393;F-0224-1162948;04/02/2024;49;Mobile;10739;3
13696772;147937393;F-0324-1324986;04/03/2024;49;Mobile;10739;4
13159720;138831534;F-0324-0657922;02/03/2024;149,01;Fixe;5664;1
11412341;107552677;F-0224-0733115;04/02/2024;240;Fixe;2939;2
11412341;107552677;F-0324-0782608;04/03/2024;240;Fixe;2939;2
11650266;144052222;F-0324-1244784;01/03/2024;199;Mobile;3188;5
13600916;145897184;F-0324-1223590;03/03/2024;261,75;Fixe;8437;3
11530444;109184087;F-0324-1262785;01/03/2024;49;Mobile;3058;4
13589165;145763018;F-0324-1309647;02/03/2024;248,98;Fixe;8315;1
13558251;145269341;F-0324-1320870;04/03/2024;49;Mobile;7963;2
13558251;145269341;F-0224-0799776;04/02/2024;49;Mobile;7963;2
13681632;147520602;F-0324-1204592;03/03/2024;49;Mobile;10257;5
13681632;147520602;F-0224-1001008;03/02/2024;49;Mobile;10257;3
11628494;147607027;F-0324-0913424;03/03/2024;99;Mobile;3163;4
11082102;102585538;F-0324-1284089;02/03/2024;99;Mobile;2627;1
12794760;132665750;F-0324-1308133;02/03/2024;48;Mobile;4814;2
12555012;135852970;F-0324-1323435;04/03/2024;49;Mobile;4407;2
12555012;135852970;F-0224-0826351;04/02/2024;49;Mobile;4407;5
12436791;124379033;F-0324-1206172;03/03/2024;49;Mobile;4247;3
13284937;140891186;F-0324-1243734;01/03/2024;49;Mobile;5999;4
13352491;142074099;F-0324-1258929;01/03/2024;49;Mobile;6282;1
13555786;145143763;F-0324-1330234;04/03/2024;49;Mobile;7941;2
12920818;134785439;F-0324-1212549;03/03/2024;349;Fixe;5097;2
12055826;118306354;F-0324-1288119;02/03/2024;49;Mobile;3699;5
13687965;147692743;F-0324-1208999;03/03/2024;249;Mobile;10457;3
13605024;145919575;F-0324-0021583;03/03/2024;49;Mobile;8489;4
13524758;144597798;F-0224-0700092;02/02/2024;49;Mobile;7579;1
13524758;144597798;F-0324-0500026;02/03/2024;49;Mobile;7579;2
13087298;137384134;F-0324-0526369;02/03/2024;49;Mobile;5474;2
11928311;116542353;F-0324-1297407;02/03/2024;99;Mobile;3527;5
10774900;98581600;F-0324-1249974;01/03/2024;49;Mobile;2390;3
12748492;131703156;F-0324-1229850;03/03/2024;249;Fixe;4706;4
11628494;144155769;F-0324-0026506;03/03/2024;148,99;Fixe;3163;1
12480802;125709304;F-0324-0014948;03/03/2024;249;Fixe;4311;2
11603162;124724105;F-0324-0591144;02/03/2024;49;Mobile;3129;2
13522177;149543523;F-0324-0513914;02/03/2024;248,98;Fixe;7552;5
13595408;145886573;F-0324-0497131;02/03/2024;49;Mobile;8380;3
13507652;144311666;F-0324-0546044;02/03/2024;148,99;Fixe;7387;4
11979428;148241569;F-0324-1014441;01/03/2024;49;Mobile;3596;1
11979428;148241569;F-0224-1377039;01/02/2024;49;Mobile;3596;2
13639515;146792872;F-0324-1018639;01/03/2024;49;Mobile;9002;2
11177661;104337710;F-0324-0459486;01/03/2024;240;Mobile;2729;5
13076086;136962741;F-0324-0432427;01/03/2024;49;Mobile;5444;3
11478224;108385280;F-0324-0491898;01/03/2024;199;Mobile;3001;4
13278782;140816200;F-1223-1304493;01/12/2023;49;Mobile;5988;1
13278782;145432249;F-0324-0446030;01/03/2024;99;Mobile;5988;2
13642609;146877596;F-0224-1087684;01/02/2024;49;Mobile;9081;2
13642609;146877596;F-0324-1021538;01/03/2024;49;Mobile;9081;5
7918845;146882465;F-0324-1062685;04/03/2024;49;Mobile;1018;3
13642040;146876619;F-0324-1040081;01/03/2024;49;Mobile;9067;4
13036349;146883943;F-0324-1018081;01/03/2024;88;Mobile;5353;1
13645541;146883456;F-0324-1025450;01/03/2024;148,99;Fixe;9155;2
5375935;139802021;F-0324-1058021;04/03/2024;199;Mobile;470;2
12804484;132864802;F-0324-1509378;03/03/2024;240,41;Fixe;4833;5
3390186;140686886;F-0324-1550923;04/03/2024;249;Mobile;8;3
12546918;133505274;F-0324-1527374;04/03/2024;34,35;Fixe;4395;4
12546918;133505274;F-0224-0947832;04/02/2024;249;Fixe;4395;1
5845734;149458346;F-0324-1425809;04/03/2024;49;Mobile;592;2
13143117;148364679;F-0324-1259961;01/03/2024;49;Mobile;5624;2
11614774;142148122;F-0324-1544454;02/03/2024;154,54;Fixe;3144;5
12446146;124702712;F-0324-1532587;04/03/2024;128,79;Fixe;4257;3
12446146;124702712;F-0224-0784825;04/02/2024;249;Fixe;4257;4
13557602;145207618;F-0224-0752981;04/02/2024;49;Mobile;7958;1
13557602;145207618;F-0324-1351830;04/03/2024;49;Mobile;7958;2
13550478;145072844;F-0324-1445499;04/03/2024;148,99;Fixe;7889;2
13587417;145699683;F-0324-0633970;02/03/2024;48;Mobile;8302;5
13143117;138580257;F-0324-1237930;01/03/2024;49;Mobile;5624;3
13068886;142010636;F-0324-1243126;01/03/2024;49;Mobile;5425;4
13565449;147851253;F-0324-1253566;01/03/2024;49;Mobile;8064;1
13534089;144692367;F-0324-1214978;03/03/2024;49;Mobile;7682;2
11416205;136861403;F-0324-1246180;01/03/2024;49;Mobile;2944;2
13509393;144314614;F-0324-1296334;02/03/2024;49;Mobile;7407;5
13592822;145809669;F-0324-1280252;02/03/2024;49;Mobile;8349;3
13340040;141938441;F-0324-1261934;01/03/2024;49;Mobile;6213;4
13700666;148025638;F-0324-1341700;04/03/2024;248,98;Fixe;10839;1
12352773;122721485;F-0324-0707523;02/03/2024;99;Mobile;4113;2
11481528;115094081;F-0324-1238582;01/03/2024;99;Mobile;3007;2
13101866;140670184;F-0324-1216968;03/03/2024;99;Mobile;5517;5
13631711;146752336;F-0324-1323202;04/03/2024;248,98;Fixe;8781;3
13403449;142855092;F-0324-1345384;04/03/2024;49;Mobile;6536;4
13403449;142855092;F-0224-0820559;04/02/2024;49;Mobile;6536;1
13276374;148259376;F-0324-1242508;01/03/2024;119;Mobile;5981;2
13520051;145351688;F-0324-1291048;02/03/2024;99;Mobile;7526;2
13444521;143428456;F-0324-1302448;02/03/2024;49;Mobile;6829;5
13364433;142287724;F-0324-1284041;02/03/2024;49;Mobile;6363;3
11112671;103071987;F-0324-1338318;04/03/2024;99;Mobile;2661;4
13230219;140228441;F-0324-1298935;02/03/2024;49;Mobile;5848;1
13469122;143829379;F-0324-1211080;03/03/2024;199;Mobile;6999;2
13489218;144077862;F-0324-1269534;01/03/2024;49;Mobile;7149;2
13609663;145928097;F-0324-1206673;03/03/2024;248,98;Fixe;8537;5
13691406;147766766;F-0324-1333858;04/03/2024;49;Mobile;10587;3
13023759;135887006;F-0324-1256316;01/03/2024;69;Mobile;5317;4
11849747;135865342;F-0324-1222057;03/03/2024;49;Mobile;3414;1
13625450;146518379;F-0324-1330277;04/03/2024;49;Mobile;8717;2
12815612;133138343;F-0324-1342748;04/03/2024;99;Mobile;4854;2
13351574;142072344;F-0324-1266934;01/03/2024;49;Mobile;6278;5
13545690;149439551;F-0324-1212579;03/03/2024;99;Mobile;7828;3
13455824;143525281;F-0324-1214278;03/03/2024;49;Mobile;6916;4
13352395;142073882;F-0324-0429196;01/03/2024;99;Mobile;6281;1
13352395;142073882;F-0224-0240223;01/02/2024;99;Mobile;6281;2
13086186;139702343;F-0324-0570267;02/03/2024;99;Mobile;5471;2
13448091;143495031;F-0324-0573428;02/03/2024;49;Mobile;6860;5
13496174;144150366;F-0324-1257130;01/03/2024;49;Mobile;7235;3
11889632;123485461;F-0324-1221337;03/03/2024;49;Mobile;3467;4
13379660;142456126;F-0324-0019042;03/03/2024;148,99;Fixe;6442;1
13156400;138825388;F-0324-0536117;02/03/2024;249;Fixe;5652;2
13650416;146963544;F-0324-1018831;01/03/2024;49;Mobile;9292;2
13617716;146223453;F-0324-1534175;03/03/2024;577,45;Fixe;8626;5
12894912;139226774;F-0324-0226321;01/03/2024;249;Fixe;5032;3
13214572;139953293;F-0224-1386197;01/02/2024;249;Mobile;5807;4
13214572;139953293;F-0324-1542061;01/03/2024;920,72;Mobile;5807;1
13054322;136597499;F-0324-1556350;04/03/2024;149;Fixe;5388;2
13682526;147602365;F-0224-1010912;03/02/2024;156,67;Fixe;10289;2
13682526;147602365;F-0324-1537461;03/03/2024;361,65;Fixe;10289;5
13569997;145438739;F-0324-0308548;01/03/2024;49;Mobile;8126;3
13269147;140679357;F-0324-1541713;01/03/2024;199;Mobile;5946;4
13569359;145437646;F-0324-0410554;01/03/2024;49;Mobile;8116;1
13497459;144152811;F-0324-0280550;01/03/2024;49;Mobile;7260;2
12387083;145442181;F-0324-0346460;01/03/2024;49;Mobile;4169;2
13676203;147345594;F-0324-0902707;03/03/2024;99;Mobile;10084;5
13658946;147068845;F-0324-0967362;02/03/2024;49;Mobile;9562;3
11306335;106083299;F-0324-0308819;01/03/2024;49;Mobile;2841;4
13351484;142019147;F-0324-0279773;01/03/2024;148,99;Fixe;6276;1
13608479;145925765;F-0324-0902495;03/03/2024;49;Mobile;8527;2
11156689;134785851;F-0324-0843922;04/03/2024;249;Fixe;2710;2
13309483;141354923;F-0324-0919496;03/03/2024;49;Mobile;6091;5
6024071;143842468;F-0324-0811148;04/03/2024;148,99;Fixe;661;3
13652305;146967291;F-0324-0970606;02/03/2024;49;Mobile;9349;4
13655484;147022258;F-0324-0973978;02/03/2024;49;Mobile;9451;1
13656632;147024430;F-0324-0949494;02/03/2024;148,99;Fixe;9490;2
11987816;145206462;F-0324-0838612;04/03/2024;99;Mobile;3608;2
8118626;143024597;F-0324-0880379;04/03/2024;99;Mobile;1047;5
13668211;147147325;F-0324-0984987;02/03/2024;48;Mobile;9845;3
9590084;114128710;F-0324-1438982;04/03/2024;49;Mobile;1372;4
13469448;143830095;F-0324-1453413;04/03/2024;148,99;Fixe;7003;1
13692406;147768618;F-0324-1505408;04/03/2024;99,5;Mobile;10625;2
3786466;142210902;F-0324-1399586;04/03/2024;74,25;Mobile;99;2
11285416;147140247;F-0324-1423490;04/03/2024;249;Mobile;2824;5
13550063;145072059;F-0324-1449268;04/03/2024;148,99;Fixe;7883;3
9629611;147764635;F-0324-1401593;04/03/2024;248,98;Fixe;1402;4
13705395;148158636;F-0324-1354109;04/03/2024;49;Mobile;10946;1
13478314;143917326;F-0324-1455409;04/03/2024;148,99;Fixe;7067;2
13476177;143842836;F-0324-1547126;04/03/2024;49;Mobile;7052;2
13467821;143827260;F-0224-0046900;03/02/2024;148,99;Fixe;6992;5
13467821;143827260;F-0124-0894573;03/01/2024;148,99;Fixe;6992;3
13467821;143827260;F-0324-1555646;03/03/2024;149;Fixe;6992;4
13019691;135879724;F-0324-0277216;01/03/2024;449;Fixe;5306;1
13499287;144236288;F-0224-0481197;01/02/2024;49;Mobile;7284;2
