NUMERO_DOSSIER;type_creance;numero_de_creance;Date_echeance;total_creance;Nature_crence;iddebiteur;type_creance
10031386;137615829;F-0723-1600214;22/07/2023;49;Mobile;1773;5
10031386;137615829;F-0623-2029864;22/06/2023;49;Mobile;1773;3
10031386;110986129;F-0224-1812743;22/02/2024;240;Fixe;1773;4
9035145;140329977;F-0224-1947340;23/02/2024;149;Mobile;1199;1
9035145;140329977;F-0124-1914635;23/01/2024;149;Mobile;1199;2
13419088;143029781;F-0224-1756780;22/02/2024;49;Mobile;6649;2
13419088;143029781;F-0124-1718500;22/01/2024;49;Mobile;6649;5
10367748;99039554;F-0822-1846725;21/08/2022;49;Mobile;2048;3
10367748;126679736;F-0224-2293131;21/02/2024;57,77;Mobile;2048;4
3856336;142919934;F-0224-2262766;21/02/2024;199;Mobile;125;1
6892384;128662499;F-0224-2252880;23/02/2024;49;Mobile;869;2
9909568;148830913;F-0224-2296723;23/02/2024;248,98;Fixe;1659;2
9815132;120105073;F-0224-1621903;21/02/2024;49;Mobile;1568;5
6839316;98376355;F-0121-1541798;21/01/2021;98,3;Mobile;849;3
6839316;101759578;F-0224-1582358;21/02/2024;49;Mobile;849;4
6839316;86130111;28-J9MA-957114;01/10/2019;98;Mobile;849;1
6839316;86130111;F-1019-0852268;18/10/2019;99;Mobile;849;2
6839316;98376355;F-0321-1509626;21/03/2021;99;Mobile;849;2
9802941;122719295;F-0224-1714792;22/02/2024;249;Fixe;1557;5
10420705;111039634;F-1022-1339524;21/10/2022;199;Mobile;2090;3
10420705;130132158;F-0224-1581235;21/02/2024;249;Mobile;2090;4
7946197;145893770;F-0224-2227943;22/02/2024;99;Mobile;1027;1
9643332;139215660;F-0224-2250628;23/02/2024;47,6;Mobile;1414;2
9987323;122869086;F-0224-2252642;23/02/2024;169;Mobile;1733;2
10141900;101738878;F-0224-2219880;21/02/2024;69,3;Mobile;1865;5
10082124;122033855;F-0224-2221986;21/02/2024;49;Mobile;1817;3
10082124;128323253;F-0323-1819867;21/03/2023;249;Mobile;1817;4
10082124;128323253;F-0223-1820792;21/02/2023;249;Mobile;1817;1
10082124;128323253;F-0523-2008166;21/05/2023;749;Mobile;1817;2
10202790;119997277;F-0224-2214387;21/02/2024;49;Mobile;1921;2
10404198;143658351;F-0224-2226517;22/02/2024;49;Mobile;2080;5
7415645;106776403;F-0224-2235084;22/02/2024;99;Mobile;931;3
5525368;115327221;F-0224-2234397;22/02/2024;186,75;Fixe;508;4
5525368;108111988;F-0721-1603724;21/07/2021;59;Mobile;508;1
8954206;134643582;F-0224-2214040;21/02/2024;49;Mobile;1173;2
10483284;123494907;F-0224-2244876;23/02/2024;249;Fixe;2132;2
10483284;94125469;F-0120-0739348;19/01/2020;99;Mobile;2132;5
10483284;94125469;F-1219-0205535;19/12/2019;99;Mobile;2132;3
10483284;145601318;F-0224-1974030;23/02/2024;49;Mobile;2132;4
10259364;143367351;F-0224-1971555;23/02/2024;148,99;Fixe;1973;1
4995793;130123851;F-0224-2108196;21/02/2024;199;Mobile;373;2
8811575;129568294;F-0124-1866149;23/01/2024;249;Mobile;1141;2
8811575;129568294;F-0224-2045527;23/02/2024;249;Mobile;1141;5
4581070;73223999;F-1019-0804788;22/10/2019;199;Mobile;294;3
4581070;73223999;28-J9MA-030786;01/10/2019;193,78;Mobile;294;4
4581070;97717386;F-0224-2087481;21/02/2024;10;Mobile;294;1
9931660;91631441;F-0120-0886893;18/01/2020;99;Mobile;1680;2
9931660;99292628;F-0123-1580792;22/01/2023;240;Mobile;1680;2
9931660;98467564;F-0224-1805772;22/02/2024;99;Mobile;1680;5
9931660;99292628;F-0223-1475921;22/02/2023;240;Mobile;1680;3
4390683;145809264;F-0224-1812887;22/02/2024;49;Mobile;258;4
10529775;95262882;F-0222-1719765;22/02/2022;240;Mobile;2185;1
10529775;95262882;F-0322-1357344;22/03/2022;240;Mobile;2185;2
10529775;111941273;F-0224-1813335;22/02/2024;99;Mobile;2185;2
9857262;129117487;F-0224-1775067;22/02/2024;49;Mobile;1612;5
9857262;129117487;F-0124-1695812;22/01/2024;49;Mobile;1612;3
9945643;131609874;F-0224-2247120;23/02/2024;49;Mobile;1686;4
9871224;140332449;F-0224-2216879;21/02/2024;199;Mobile;1629;1
8920790;144675255;F-0224-2245390;23/02/2024;49;Mobile;1160;2
6956553;117704362;F-0224-2247777;23/02/2024;49;Mobile;877;2
10309457;118825821;F-0224-1558133;21/02/2024;49;Mobile;2006;5
10366207;91652481;28-H9MA-860728;01/08/2019;49;Mobile;2046;3
10366207;91652481;28-I9MA-879122;01/09/2019;49;Mobile;2046;4
10366207;91652538;28-I9MA-879149;01/09/2019;49;Mobile;2046;1
10366207;91652538;28-H9MA-860764;01/08/2019;49;Mobile;2046;2
10366207;131376754;F-0224-2016045;23/02/2024;49;Mobile;2046;2
10053432;144680533;F-0224-2098268;21/02/2024;99;Mobile;1790;5
4867620;144317571;F-0224-1985832;23/02/2024;49;Mobile;350;3
9716340;134654555;F-0224-2104993;21/02/2024;169;Mobile;1478;4
4439229;143843275;F-0224-1887007;23/02/2024;249;Fixe;267;1
9757563;81218067;F-0224-1828057;19/02/2024;99;Mobile;1515;2
10283310;144154479;F-0224-1945357;23/02/2024;49;Mobile;1990;2
10283310;144154479;F-0124-1943567;23/01/2024;49;Mobile;1990;5
10388938;145695503;F-0224-1947158;23/02/2024;148,99;Fixe;2068;3
8101446;145693926;F-0224-1887138;23/02/2024;99;Mobile;1045;4
10123173;137795879;F-0224-2253407;23/02/2024;199;Mobile;1848;1
3821926;85799555;F-1120-1062773;23/11/2020;240;Mobile;113;2
3821926;118828440;F-0224-2307067;23/02/2024;186,75;Fixe;113;2
3821926;85799555;F-1220-1442118;23/12/2020;240;Mobile;113;5
3378954;139035839;F-0224-2295488;23/02/2024;199;Mobile;3;3
9663946;139220247;F-0224-1645307;21/02/2024;49;Mobile;1430;4
9663946;114469399;F-0522-1241766;21/05/2022;99;Mobile;1430;1
9663946;114469399;F-0422-1191729;21/04/2022;89;Mobile;1430;2
9985434;144513647;F-0224-1633709;21/02/2024;49;Mobile;1731;2
5225072;89927992;28-F9MA-434523;01/06/2019;99;;425;5
5225072;86898111;F-0224-1700900;22/02/2024;240;Mobile;425;3
5225072;89927992;28-G9MA-392458;01/07/2019;99;;425;4
10212853;88727330;F-0220-0958289;18/02/2020;59;Mobile;1935;1
10212853;88727330;F-0120-0898401;18/01/2020;48;Mobile;1935;2
10212853;127448850;F-0224-2165238;23/02/2024;10;Mobile;1935;2
9190665;111931341;F-0922-1793219;22/09/2022;49;Mobile;1215;5
10555832;133733810;F-0224-2220988;21/02/2024;49;Mobile;2198;3
10007468;140750737;F-0923-2183500;21/09/2023;185,81;Mobile;1746;4
10007468;144679507;F-0224-2222449;21/02/2024;99;Mobile;1746;1
6624503;117662591;F-0224-2236556;22/02/2024;199;Mobile;765;2
9885756;106469883;F-0224-2214458;21/02/2024;49;Mobile;1643;2
9863623;121149498;F-0224-2243432;23/02/2024;49;Mobile;1621;5
9863623;121149498;F-0124-2036744;23/01/2024;49;Mobile;1621;3
5709851;143833089;F-0224-2249397;23/02/2024;49;Mobile;552;4
10201545;143506435;F-0224-2238000;23/02/2024;49;Mobile;1918;1
6032002;121142842;F-0224-2214768;21/02/2024;99;Mobile;662;2
9335147;121893237;F-0224-1533952;21/02/2024;249;Fixe;1247;2
8958747;140343623;F-0224-2012153;23/02/2024;99;Mobile;1179;5
9686567;130123741;F-0124-2274606;22/01/2024;368,7;Mobile;1448;3
9686567;130123741;F-0224-2118255;22/02/2024;348,16;Mobile;1448;4
9686567;83837981;F-0420-1292898;22/04/2020;10;Mobile;1448;1
9924680;134645561;F-0224-2102097;21/02/2024;119;Mobile;1675;2
8127725;101767292;F-0124-2053622;21/01/2024;249;Mobile;1049;2
8127725;101767292;F-0224-2087937;21/02/2024;99;Mobile;1049;5
3862793;100719744;F-0224-2000751;23/02/2024;240;Fixe;128;3
3862793;94034225;F-0621-1598805;23/06/2021;149;Mobile;128;4
3862793;94034225;F-0521-1615602;23/05/2021;149;Mobile;128;1
3862793;84403632;F-0722-1714513;23/07/2022;199;Mobile;128;2
3862793;84403632;F-0822-1534122;23/08/2022;199;Mobile;128;2
3862793;100861170;F-0720-1230221;23/07/2020;99;Mobile;128;5
3862793;100861170;F-0620-1303221;23/06/2020;99;Mobile;128;3
10368790;117655520;F-0224-1982188;23/02/2024;49;Mobile;2052;4
10503112;141334154;F-0224-1982126;23/02/2024;49;Mobile;2157;1
3804267;95956379;F-0224-1895554;23/02/2024;99;Mobile;104;2
3804267;95956379;F-0124-2040857;23/01/2024;99;Mobile;104;2
10135377;87661812;F-0224-1758156;22/02/2024;240;Mobile;1860;5
10334780;91113435;F-0224-1858120;20/02/2024;49;Mobile;2023;3
10567295;133948960;F-0224-1808774;22/02/2024;249;Mobile;2209;4
10567295;106730035;F-0123-2015245;22/01/2023;281,45;Fixe;2209;1
10567295;113508956;F-0123-1629097;22/01/2023;99;Mobile;2209;2
10567295;113508956;F-0223-1976586;22/02/2023;99;Mobile;2209;2
5268404;145443660;F-0224-1887862;23/02/2024;199;Mobile;436;5
10292080;90067429;F-0224-2304135;22/02/2024;69,68;Mobile;1995;3
7843739;138173195;F-1223-2118973;23/12/2023;148,99;Fixe;1001;4
7843739;138173195;F-0124-2216097;23/01/2024;148,99;Fixe;1001;1
7843739;138173195;F-0224-2307087;23/02/2024;578,77;Fixe;1001;2
5694093;146928864;F-0224-2269644;23/02/2024;249;Mobile;550;2
5694093;146928864;F-0124-2226611;23/01/2024;104,42;Mobile;550;5
9827744;146970014;F-0224-2267742;23/02/2024;249;Mobile;1580;3
13592628;145809339;F-0224-1752298;22/02/2024;49;Mobile;8345;4
10354832;97954275;F-0621-1585694;22/06/2021;199;Mobile;2041;1
10354832;97954275;F-0521-1269060;21/05/2021;199;Mobile;2041;2
6755468;117662483;F-0224-1562693;21/02/2024;99;Mobile;787;2
10328544;90972074;F-0224-1623920;21/02/2024;199;Mobile;2014;5
9829723;83446992;F-0224-1592033;21/02/2024;199;Mobile;1583;3
6690683;98740848;F-0224-2235778;22/02/2024;120;Fixe;775;4
6690683;98740848;F-0124-2256490;22/01/2024;120;Fixe;775;1
13627661;146592728;F-0224-2128332;22/02/2024;49;Mobile;8738;2
13627661;146592728;F-0124-2089165;22/01/2024;49;Mobile;8738;2
3788090;144973520;F-0224-2146757;23/02/2024;49;Mobile;101;5
10514104;134065256;F-0224-2142947;23/02/2024;249;Fixe;2165;3
10514104;134065256;F-0124-2280011;23/01/2024;72,29;Fixe;2165;4
10456167;133891345;F-0224-2247662;23/02/2024;99;Mobile;2111;1
10456167;96351215;F-0321-1562241;21/03/2021;99;Mobile;2111;2
10456167;96351215;F-0221-1453299;21/02/2021;98;Mobile;2111;2
10412831;118383287;F-0222-1691341;21/02/2022;49;Mobile;2088;5
10412831;118383287;F-1121-1688803;21/11/2021;10;Mobile;2088;3
10412831;118383287;F-0122-1760037;21/01/2022;59;Mobile;2088;4
10412831;118383287;F-1221-1552305;21/12/2021;129;Mobile;2088;1
10412831;132991588;F-0224-2151642;23/02/2024;69;Mobile;2088;2
10049660;118360044;F-0224-2129270;22/02/2024;449;Fixe;1786;2
10515159;95080713;F-0124-1569279;21/01/2024;199;Mobile;2167;5
10515159;95080713;F-0224-1559514;21/02/2024;199;Mobile;2167;3
9514761;72507573;F-0124-1519138;21/01/2024;199;Mobile;1318;4
9514761;72507573;F-0224-1541960;21/02/2024;199;Mobile;1318;1
9269255;125722878;F-0224-2081605;21/02/2024;199;Mobile;1222;2
9269255;88725710;F-0224-2100947;21/02/2024;240;Mobile;1222;2
6817255;100216094;F-0224-2032353;23/02/2024;49;Mobile;827;5
6817255;100216094;F-0124-1954763;23/01/2024;49;Mobile;827;3
10123751;122786448;F-0224-2039994;23/02/2024;349;Mobile;1850;4
10484734;146669540;F-0224-2083925;21/02/2024;99;Mobile;2133;1
10484734;146669540;F-0124-2077339;21/01/2024;99;Mobile;2133;2
10484734;146670178;F-0124-2061911;21/01/2024;99;Mobile;2133;2
10484734;146670178;F-0224-2097627;21/02/2024;99;Mobile;2133;5
10484734;146793039;F-0124-2072213;21/01/2024;49;Mobile;2133;3
10484734;146793039;F-0224-2105331;21/02/2024;49;Mobile;2133;4
10484734;146669995;F-0124-2064812;21/01/2024;103,99;Mobile;2133;1
10484734;146669995;F-0224-2106027;21/02/2024;99;Mobile;2133;2
10484734;146874505;F-0124-2063412;21/01/2024;49;Mobile;2133;2
10484734;146874505;F-0224-2082328;21/02/2024;49;Mobile;2133;5
8134495;96418329;F-0224-1765476;22/02/2024;240;Mobile;1050;3
10388849;144388389;F-0224-1888032;23/02/2024;49;Mobile;2066;4
10388849;144388389;F-0124-1986062;23/01/2024;49;Mobile;2066;1
10168546;117345625;F-0224-1761556;22/02/2024;249;Fixe;1896;2
10168546;87985512;F-0420-1277054;20/04/2020;10;Mobile;1896;2
10168546;113444301;F-1221-1604509;22/12/2021;240;Mobile;1896;5
10168546;113444301;F-1121-1609652;22/11/2021;240;Mobile;1896;3
9540900;103638605;F-0224-1813901;22/02/2024;49;Mobile;1332;4
9540900;103638605;F-0124-1711130;22/01/2024;49;Mobile;1332;1
4669375;40460156;F-1019-1154771;22/10/2019;199;Mobile;310;2
4669375;40460156;28-J9MA-947872;01/10/2019;160,48;Mobile;310;2
4669375;100101999;F-0224-1806391;22/02/2024;240;Mobile;310;5
4825292;86208232;F-0224-2304170;22/02/2024;120;Mobile;340;3
4072472;119139876;F-0224-1874503;23/02/2024;49;Mobile;208;4
4072472;119139876;F-0124-2049994;23/01/2024;49;Mobile;208;1
9554753;140332247;F-0823-2113560;23/08/2023;99;Mobile;1344;2
9554753;140332247;F-0723-2103815;23/07/2023;49;Mobile;1344;2
9554753;119806280;F-0224-1880190;23/02/2024;199;Mobile;1344;5
5257424;144670948;F-0224-1946251;23/02/2024;49;Mobile;433;3
5257424;144670948;F-0124-2015979;23/01/2024;49;Mobile;433;4
9808382;115565702;F-1121-1466386;21/11/2021;99;Mobile;1563;1
9808382;115565702;F-1021-1410859;21/10/2021;99;Mobile;1563;2
9808382;116054515;F-0224-1878473;23/02/2024;199;Mobile;1563;2
9642175;98966760;F-0124-2276112;22/01/2024;49;Mobile;1411;5
9642175;98966760;F-0224-2307380;22/02/2024;49;Mobile;1411;3
4918595;146669618;F-0224-2295328;23/02/2024;25,68;Mobile;361;4
4918595;146669618;F-0124-2206510;23/01/2024;128,39;Mobile;361;1
10241246;148898386;F-0224-2284539;23/02/2024;99;Mobile;1958;2
4511697;145439554;F-0224-1635028;21/02/2024;49;Mobile;279;2
10225305;88956287;F-0224-1652353;21/02/2024;199;Mobile;1945;5
10225305;88956287;F-0124-1613827;21/01/2024;199;Mobile;1945;3
9790718;115795570;F-0122-1493853;23/01/2022;49;Mobile;1545;4
9790718;115795570;F-1221-1400717;23/12/2021;49;Mobile;1545;1
9790718;119144677;F-0224-1702996;22/02/2024;49;Mobile;1545;2
4754845;109698602;F-0224-1694809;22/02/2024;49;Mobile;330;2
4754845;109698602;F-0124-1667205;22/01/2024;49;Mobile;330;5
6397054;58338930;F-0224-1625968;21/02/2024;199;Mobile;721;3
9988516;122008706;F-0224-1653649;21/02/2024;49;Mobile;1735;4
9988516;122008706;F-0124-1538921;21/01/2024;49;Mobile;1735;1
9949609;142440287;F-0224-2231952;22/02/2024;99;Mobile;1691;2
7542994;145909590;F-0224-2239652;23/02/2024;49;Mobile;955;2
10017031;142445068;F-0224-2241966;23/02/2024;99;Mobile;1760;5
5210710;146880105;F-0224-2244699;23/02/2024;49;Mobile;420;3
9801003;140964132;F-0224-2224632;21/02/2024;199;Mobile;1554;4
10135177;87661395;F-0420-0370152;18/04/2020;59;Mobile;1859;1
10135177;87661395;F-0520-1260814;18/05/2020;59;Mobile;1859;2
10135177;148898114;F-0224-2215592;21/02/2024;99;Mobile;1859;2
9652789;122035003;F-0224-2137719;23/02/2024;119;Mobile;1421;5
5470457;118572329;F-0224-2248269;23/02/2024;49;Mobile;493;3
7413686;145517107;F-0224-1975363;23/02/2024;249;Fixe;928;4
10153333;147025099;F-0224-2115840;22/02/2024;99;Mobile;1878;1
9311785;143976644;F-0224-1974161;23/02/2024;49;Mobile;1238;2
4343656;142456349;F-0224-1983597;23/02/2024;49;Mobile;252;2
8854705;145432770;F-0224-2050420;23/02/2024;49;Mobile;1148;5
10545592;143834282;F-0224-1758173;22/02/2024;49;Mobile;2195;3
6920545;143527242;F-0224-1946180;23/02/2024;49;Mobile;873;4
9976480;144075263;F-0224-1916427;23/02/2024;99;Mobile;1718;1
4607058;145698989;F-0224-2307201;23/02/2024;186,75;Fixe;301;2
9337029;124107672;F-0124-1995727;23/01/2024;49;Mobile;1248;2
9337029;124107672;F-0224-2305462;23/02/2024;49;Mobile;1248;5
9983145;86144244;F-0320-1264648;21/03/2020;10;Mobile;1727;3
9983145;98465327;F-0224-1650693;21/02/2024;49;Mobile;1727;4
9916920;85378264;F-0520-1333798;22/05/2020;199;Mobile;1670;1
9916920;85378264;F-0420-0887466;22/04/2020;199;Mobile;1670;2
9916920;93126045;F-0224-1666982;21/02/2024;240;Mobile;1670;2
9916920;85378264;F-0320-0911903;22/03/2020;199;Mobile;1670;5
9843192;83668093;F-0224-1747133;22/02/2024;240;Mobile;1594;3
4624572;140331043;F-0224-2219063;21/02/2024;149;Mobile;305;4
10150531;141448330;F-0224-2216197;21/02/2024;49;Mobile;1876;1
9836578;147400256;F-0224-2222527;21/02/2024;149;Mobile;1588;2
10357109;110617373;F-0224-2240219;23/02/2024;99;Mobile;2043;2
10216371;94072794;F-0420-1272390;18/04/2020;10;Mobile;1937;5
10216371;135581609;F-0224-2244835;23/02/2024;99;Mobile;1937;3
8699925;144687717;F-0124-1934579;23/01/2024;149;Mobile;1132;4
8699925;144687717;F-0224-2250479;23/02/2024;149;Mobile;1132;1
10520430;95087811;F-0224-2138633;23/02/2024;8;Mobile;2174;2
10520430;130114301;F-0224-2245162;23/02/2024;99;Mobile;2174;2
10217819;143971685;F-0224-2172047;23/02/2024;94;Mobile;1940;5
6402859;100717694;F-0224-1544522;21/02/2024;240;Fixe;728;3
4064663;115990443;F-1022-1925759;23/10/2022;749;Fixe;205;4
4064663;115990443;F-0722-1515206;23/07/2022;249;Fixe;205;1
4064663;115990443;F-0822-1674647;23/08/2022;249;Fixe;205;2
4064663;104695793;F-0921-1560198;23/09/2021;49;Mobile;205;2
4064663;115329361;F-1021-1650031;23/10/2021;349;Mobile;205;5
4064663;115329361;F-0921-1699603;23/09/2021;271,64;Mobile;205;3
4064663;102682245;F-1021-1701275;23/10/2021;49;Mobile;205;4
3481742;86269768;F-0224-1953617;23/02/2024;240;Fixe;25;1
9828335;121110236;F-0224-1782852;22/02/2024;249;Fixe;1582;2
4817578;144046273;F-0224-1917214;23/02/2024;49;Mobile;339;2
10210281;130586815;F-0224-1790159;22/02/2024;249;Fixe;1930;5
10210281;110655537;F-1122-1464178;22/11/2022;249;Fixe;1930;3
10210281;110655537;F-0123-1972466;22/01/2023;249;Fixe;1930;4
10210281;110655537;F-1222-1499735;22/12/2022;249;Fixe;1930;1
5357481;143431781;F-0224-1943466;23/02/2024;49;Mobile;465;2
9827149;129105369;F-0224-2253774;23/02/2024;49;Mobile;1579;2
9827149;124083564;F-0224-2247776;23/02/2024;99;Mobile;1579;5
7211553;117496798;F-0124-1506981;21/01/2024;249;Fixe;901;3
7211553;117496798;F-0224-2292527;21/02/2024;144,58;Fixe;901;4
8104072;119149358;F-0923-2184719;22/09/2023;96,39;Fixe;1046;1
8104072;141445446;F-0224-2303414;22/02/2024;525,9;Fixe;1046;2
10392754;92164862;F-0124-1782785;22/01/2024;240;Mobile;2073;2
10392754;92164862;F-0224-2302872;22/02/2024;54,19;Mobile;2073;5
8542835;118390469;F-0422-1632077;21/04/2022;49;Mobile;1104;3
8542835;105253019;F-0224-1642500;21/02/2024;349;Mobile;1104;4
7891868;86860817;F-0224-1686851;18/02/2024;49;Mobile;1010;1
7891868;86861046;F-0520-1262658;18/05/2020;49;Mobile;1010;2
7891868;86861046;F-0420-0272130;18/04/2020;49;Mobile;1010;2
5644716;101218565;F-0920-1160784;21/09/2020;49;Mobile;539;5
5644716;105573012;F-0224-1652628;21/02/2024;49;Mobile;539;3
5644716;104334052;F-0922-1343770;21/09/2022;240;Fixe;539;4
5644716;104334052;F-1022-1928306;21/10/2022;232;Fixe;539;1
9980478;134641045;F-0224-1610318;21/02/2024;99;Mobile;1722;2
9980478;86106313;F-0522-1658205;21/05/2022;199;Mobile;1722;2
9980478;86106313;F-0422-1174044;21/04/2022;199;Mobile;1722;5
9503497;71925115;F-0224-1689067;18/02/2024;49;Mobile;1310;3
9503497;89951789;F-0720-1090739;18/07/2020;59;Mobile;1310;4
9503497;89951789;F-0620-0390301;18/06/2020;59;Mobile;1310;1
9926167;101799886;F-0820-1264883;22/08/2020;49;Mobile;1677;2
9926167;101799886;F-0720-1390039;22/07/2020;49;Mobile;1677;2
9926167;87573730;F-0720-1203018;22/07/2020;99;Mobile;1677;5
9926167;87573730;F-0620-0907653;22/06/2020;99;Mobile;1677;3
9926167;136315155;F-0224-2147983;23/02/2024;49;Mobile;1677;4
9683730;145920479;F-0124-2133662;23/01/2024;49;Mobile;1445;1
9683730;145920479;F-0224-2145052;23/02/2024;49;Mobile;1445;2
5877020;129872080;F-0323-1984263;23/03/2023;49;Mobile;606;2
5877020;129872080;F-0223-1714656;23/02/2023;49;Mobile;606;5
5877020;147400974;F-0224-2159050;23/02/2024;49;Mobile;606;3
9586094;124101933;F-0124-2000024;23/01/2024;99;Mobile;1366;4
9586094;124101933;F-0224-2249636;23/02/2024;99;Mobile;1366;1
5400263;119053827;F-0224-2222993;21/02/2024;269;Mobile;474;2
9925588;130902993;F-0224-2240575;23/02/2024;49;Mobile;1676;2
3492803;133369736;F-0224-1543899;21/02/2024;349;Fixe;30;5
3492803;101923674;F-0123-2014096;21/01/2023;337,74;Fixe;30;3
4021704;90822776;F-0122-1352860;22/01/2022;240;Mobile;194;4
4021704;87350126;F-0523-1289101;21/05/2023;240;Mobile;194;1
4021704;90822776;F-0222-1728802;22/02/2022;61,94;Mobile;194;2
4021704;87350126;F-0623-1455393;21/06/2023;240;Mobile;194;2
4021704;82974496;F-0523-1371376;21/05/2023;49;Mobile;194;5
4021704;82974496;F-0623-1352857;21/06/2023;49;Mobile;194;3
4021704;107029177;F-0224-2088615;21/02/2024;150;Mobile;194;4
7496794;99747390;F-0224-2086664;21/02/2024;10;Mobile;950;1
7496794;132621514;F-0123-1754360;21/01/2023;249;Mobile;950;2
7496794;132621514;F-0223-1248051;21/02/2023;249;Mobile;950;2
4867586;144778122;F-0124-2106960;23/01/2024;99;Mobile;349;5
4867586;144778122;F-0224-2049752;23/02/2024;99;Mobile;349;3
9823082;147395287;F-0224-2092197;21/02/2024;49;Mobile;1576;4
5280729;120277041;F-0224-2033572;23/02/2024;99;Mobile;441;1
5280729;120277041;F-0124-2041109;23/01/2024;99;Mobile;441;2
10056395;124107651;F-0124-2060051;21/01/2024;69;Mobile;1793;2
10056395;124107651;F-0224-2104357;21/02/2024;69;Mobile;1793;5
10447168;122721274;F-0922-1656811;23/09/2022;240;Mobile;2105;3
10447168;122721274;F-0822-1557926;23/08/2022;240;Mobile;2105;4
10447168;122721185;F-0224-1882156;23/02/2024;49;Mobile;2105;1
9798171;85966091;F-0120-1098093;22/01/2020;240;Fixe;1549;2
9798171;82763921;F-0423-1717008;23/04/2023;149;Mobile;1549;2
9798171;85966091;F-1219-1062339;22/12/2019;240;Fixe;1549;5
9798171;82763921;F-0523-1850794;23/05/2023;149;Mobile;1549;3
9798171;118540859;F-0224-1885183;23/02/2024;249;Fixe;1549;4
9541978;73813523;F-0224-1827177;19/02/2024;49;Mobile;1335;1
5380394;107489336;F-0224-2295159;23/02/2024;230,29;Fixe;472;2
9713064;147403000;F-0124-2245677;21/01/2024;99;Mobile;1471;2
9713064;147403000;F-0224-2278523;21/02/2024;159;Mobile;1471;5
4059030;148509058;F-0224-2265052;22/02/2024;80,32;Mobile;204;3
4059030;144977206;F-0224-1820400;22/02/2024;49;Mobile;204;4
10037191;140399384;F-0224-1698035;22/02/2024;249;Mobile;1778;1
4644366;135141702;F-0224-1639433;21/02/2024;249;Fixe;306;2
10103826;118388158;F-0224-1744936;22/02/2024;49;Mobile;1831;2
10079274;117658030;F-0224-2236253;22/02/2024;49;Mobile;1813;5
9826373;147395383;F-0224-2119961;22/02/2024;49;Mobile;1578;3
10089452;102851647;F-1020-1442786;21/10/2020;47;Mobile;1823;4
10089452;102851647;F-0920-1158901;21/09/2020;37,8;Mobile;1823;1
10089452;129107197;F-0224-2130174;22/02/2024;4;Mobile;1823;2
10089452;111245368;F-0621-1537798;21/06/2021;49;Mobile;1823;2
10435458;116803776;F-0422-1648798;21/04/2022;49;Mobile;2098;5
10435458;113218480;F-0224-2223909;21/02/2024;49;Mobile;2098;3
10165184;96349695;F-0224-2243657;23/02/2024;49;Mobile;1889;4
10165184;102195572;F-1021-1479459;21/10/2021;49;Mobile;1889;1
10165184;102195572;F-1121-1529879;21/11/2021;49;Mobile;1889;2
9901598;132859261;F-0224-2250551;23/02/2024;99;Mobile;1654;2
10415472;92702298;F-0224-2233549;22/02/2024;240;Mobile;2089;5
9981343;111248164;F-0224-2222759;21/02/2024;49;Mobile;1724;3
9981343;111248164;F-0124-1606347;21/01/2024;49;Mobile;1724;4
9800723;140331111;F-0224-2127994;22/02/2024;49;Mobile;1553;1
9332213;143517240;F-0224-2228259;22/02/2024;49;Mobile;1245;2
9843094;131633138;F-0223-2021556;21/02/2023;249;Mobile;1593;2
9843094;131633138;F-0123-1766054;21/01/2023;249;Mobile;1593;5
9843094;131633138;F-1222-1850013;21/12/2022;240,7;Mobile;1593;3
9843094;136305660;F-0224-1548696;21/02/2024;149;Mobile;1593;4
4218629;105833025;F-0224-2002869;23/02/2024;99;Mobile;230;1
10120112;146791277;F-0224-2114635;22/02/2024;49;Mobile;1843;2
9173696;135586307;F-0224-1958887;23/02/2024;49;Mobile;1212;2
5848081;141215960;F-0124-2218986;23/01/2024;148,99;Fixe;593;5
5848081;141215960;F-0224-1968303;23/02/2024;148,99;Fixe;593;3
9670999;122196396;F-0224-1882138;23/02/2024;249;Fixe;1434;4
10221520;144237707;F-0224-1887331;23/02/2024;249;Mobile;1944;1
9788182;133200000;F-0224-1946850;23/02/2024;249;Fixe;1541;2
9807557;106482040;F-0224-1775894;22/02/2024;99;Mobile;1560;2
9807557;106482040;F-0124-1755812;22/01/2024;99;Mobile;1560;5
9691048;145073825;F-0224-1821557;22/02/2024;148,99;Fixe;1452;3
9531101;88962114;F-0224-1878314;23/02/2024;199;Mobile;1325;4
9531101;105367739;F-0523-1832611;23/05/2023;49;Mobile;1325;1
9531101;105367739;F-0623-2091869;23/06/2023;49;Mobile;1325;2
9531101;105367739;F-0423-1647210;23/04/2023;49;Mobile;1325;2
9528563;140337626;F-1123-2152998;22/11/2023;49;Mobile;1324;5
9528563;110649567;F-0224-2293452;22/02/2024;64,26;Fixe;1324;3
9528563;134655842;F-0523-2036297;22/05/2023;99;Mobile;1324;4
9563205;147390526;F-0224-2288077;23/02/2024;69;Mobile;1352;1
9848877;122883745;F-0224-1666632;21/02/2024;149;Mobile;1603;2
10060733;86591025;F-0224-1659925;21/02/2024;199;Mobile;1799;2
10519048;120047436;F-0224-1568408;21/02/2024;249;Fixe;2170;5
10145437;122018372;F-0224-2218336;21/02/2024;99;Mobile;1869;3
9635388;114474944;F-0224-2220010;21/02/2024;49;Mobile;1408;4
9737670;141931332;F-0224-2168056;23/02/2024;199;Mobile;1494;1
