NUMERODOSSIER;type_creance;numero_de_creance;Date_echeance;total_creance;Nature_crence;iddebiteur;type_creance
13064348;136838907;F-0324-1319596;04/03/2024;49;Mobile;5417;1
13648115;146928292;F-0324-1273156;01/03/2024;21687;Mobile;9231;2
12753015;141922549;F-0324-1390768;04/03/2024;94;Mobile;4710;2
12472098;125480618;F-0324-1284727;02/03/2024;49;Mobile;4295;5
11663874;144069143;F-0324-1296207;02/03/2024;49;Mobile;3207;3
13536506;144777039;F-0324-0017902;03/03/2024;249;Fixe;7722;4
12784985;133735556;F-0324-0581529;02/03/2024;49;Mobile;4794;1
12784985;132486612;F-0223-1117697;02/02/2023;99;Mobile;4794;2
13441450;145701921;F-0224-1130136;02/02/2024;49;Mobile;6812;2
13441450;145701921;F-0324-0571579;02/03/2024;49;Mobile;6812;5
13351843;142072926;F-0324-0429189;01/03/2024;49;Mobile;6279;3
13442541;143364660;F-0324-0497208;02/03/2024;49;Mobile;6819;4
12979918;135387422;F-0224-0645029;02/02/2024;49;Mobile;5220;1
12979918;135387422;F-0324-0528669;02/03/2024;49;Mobile;5220;2
12722328;131237046;F-0224-0623314;02/02/2024;99;Mobile;4662;2
12722328;131237046;F-0324-0577076;02/03/2024;99;Mobile;4662;5
13502447;144242108;F-0324-0465981;01/03/2024;49;Mobile;7322;3
13495243;144148558;F-0324-0443543;01/03/2024;249;Mobile;7225;4
13495243;144148558;F-0224-0303401;01/02/2024;249;Mobile;7225;1
12648468;129874271;F-0324-0493481;01/03/2024;249;Mobile;4544;2
12916967;134508774;F-0324-0556392;02/03/2024;199;Mobile;5083;2
13642912;147604049;F-0224-1042682;01/02/2024;49;Mobile;9090;5
13642912;147604049;F-0324-1017913;01/03/2024;49;Mobile;9090;3
13301517;146764433;F-0324-0564614;02/03/2024;49;Mobile;6068;4
13505613;145337697;F-0224-1089147;01/02/2024;49;Mobile;7366;1
13505613;145337697;F-0324-0447502;01/03/2024;49;Mobile;7366;2
13501727;144240675;F-0324-0471163;01/03/2024;49;Mobile;7311;2
13501727;144240675;F-0224-0369727;01/02/2024;49;Mobile;7311;5
11370046;144054862;F-0224-0488028;01/02/2024;49;Mobile;2894;3
11370046;144054862;F-0324-0490993;01/03/2024;49;Mobile;2894;4
13363702;142286431;F-0224-1135910;02/02/2024;49;Mobile;6359;1
13363702;142286431;F-0324-0603213;02/03/2024;49;Mobile;6359;2
13291084;140962757;F-0324-0600088;02/03/2024;249;Fixe;6026;2
13569408;145437739;F-0324-1016207;01/03/2024;14899;Fixe;8117;5
13650745;146964110;F-0224-1050352;01/02/2024;49;Mobile;9301;3
13650745;146964110;F-0324-1037601;01/03/2024;49;Mobile;9301;4
13640388;146873607;F-0324-1026369;01/03/2024;49;Mobile;9021;1
13642912;146878138;F-0224-1093683;01/02/2024;99;Mobile;9090;2
13642912;146878138;F-0324-1042195;01/03/2024;99;Mobile;9090;2
13651055;146964662;F-0324-1041371;01/03/2024;49;Mobile;9317;5
13649664;146962204;F-0224-1066447;01/02/2024;49;Mobile;9277;3
13649664;146962204;F-0324-1037553;01/03/2024;49;Mobile;9277;4
13664737;147140024;F-0324-0978368;02/03/2024;49;Mobile;9741;1
13681250;147519930;F-0224-0999709;03/02/2024;49;Mobile;10243;2
13681250;147519930;F-0324-0914555;03/03/2024;49;Mobile;10243;2
6826299;124702568;F-0224-0985306;04/02/2024;199;Mobile;836;5
6826299;124702568;F-0324-0863470;04/03/2024;199;Mobile;836;3
13687020;147610616;F-0224-1027320;03/02/2024;49;Mobile;10443;4
13687020;147610616;F-0324-0928182;03/03/2024;49;Mobile;10443;1
12842177;146966940;F-0324-1417692;04/03/2024;24898;Fixe;4908;2
12438844;129277633;F-0324-1352124;04/03/2024;99;Mobile;4249;2
3974610;147693633;F-0324-1406889;04/03/2024;249;Fixe;176;5
13619158;146326290;F-0324-1387241;04/03/2024;249;Mobile;8651;3
13701833;148027925;F-0324-1448937;04/03/2024;14899;Fixe;10870;4
13622864;146433423;F-0324-1445322;04/03/2024;14899;Fixe;8691;1
12145085;123477296;F-0324-1376554;04/03/2024;99;Mobile;3824;2
12554675;145368663;F-0324-0823770;04/03/2024;49;Mobile;4406;2
13414670;142962245;F-0224-1400708;01/02/2024;9529;Mobile;6616;5
13414670;142962245;F-0324-1491041;01/03/2024;199;Mobile;6616;3
13271855;140683901;F-0324-1491935;01/03/2024;859;Mobile;5960;4
13271855;140683901;F-0224-0308842;01/02/2024;249;Mobile;5960;1
12721256;131235127;F-0324-1499669;02/03/2024;686;Mobile;4659;2
12721256;131235127;F-0224-0644719;02/02/2024;199;Mobile;4659;2
13395719;142720256;F-0224-0828435;04/02/2024;49;Mobile;6505;5
13395719;142720256;F-0324-1358528;04/03/2024;49;Mobile;6505;3
5990526;101805162;F-0324-1399408;04/03/2024;99;Mobile;643;4
11731549;112405989;F-0324-1503471;04/03/2024;12352;Mobile;3284;1
11731549;112405989;F-0224-0804907;04/02/2024;199;Mobile;3284;2
5746319;140669657;F-0324-1430837;04/03/2024;99;Mobile;566;2
13400367;142789120;F-0324-1453873;04/03/2024;14899;Fixe;6521;5
11935280;142015536;F-0324-1438069;04/03/2024;24898;Fixe;3539;3
6884873;142945833;F-0324-1395910;04/03/2024;49;Mobile;867;4
9539728;146874097;F-0224-1189434;04/02/2024;149;Mobile;1330;1
9539728;146874097;F-0324-1432389;04/03/2024;149;Mobile;1330;2
3679473;120530818;F-0324-1424706;04/03/2024;49;Mobile;60;2
3679473;126563353;F-0923-1349752;04/09/2023;249;Mobile;60;5
13002635;135757748;F-0324-1490026;03/03/2024;16314;Mobile;5267;3
13499290;144236317;F-0324-1444420;01/03/2024;14899;Fixe;7285;4
13698578;148020832;F-0324-1392872;04/03/2024;249;Mobile;10783;1
13606477;145922188;F-0324-0073743;03/03/2024;49;Mobile;8504;2
13249745;147696308;F-0324-0907250;03/03/2024;49;Mobile;5900;2
13249745;140399409;F-0224-0011057;03/02/2024;199;Mobile;5900;5
13249745;140399409;F-0324-0070101;03/03/2024;199;Mobile;5900;3
13097568;144045645;F-0224-0165409;03/02/2024;99;Mobile;5507;4
13097568;144045645;F-0324-0063720;03/03/2024;99;Mobile;5507;1
13705817;148159603;F-0324-1345808;04/03/2024;49;Mobile;10963;2
13043769;136299260;F-0324-0213066;03/03/2024;199;Fixe;5367;2
13612279;146012772;F-0324-0182901;03/03/2024;249;Mobile;8567;5
11038669;114323792;F-0224-0072083;03/02/2024;199;Mobile;2588;3
11038669;114323792;F-0324-0192875;03/03/2024;199;Mobile;2588;4
13605555;145920527;F-0324-0045139;03/03/2024;98;Mobile;8495;1
11886317;115731617;F-0523-0045160;03/05/2023;49;Mobile;3460;2
11886317;115731617;F-0423-0156011;03/04/2023;49;Mobile;3460;2
11886317;118809921;F-0324-0152361;03/03/2024;49;Mobile;3460;5
11744086;112718991;F-0324-0097748;03/03/2024;240;Fixe;3298;3
13174234;139122523;F-0324-0067543;03/03/2024;14899;Fixe;5706;4
13098610;144669919;F-0324-0180583;03/03/2024;49;Mobile;5509;1
13694159;147852170;F-0324-1315346;04/03/2024;49;Mobile;10667;2
13592043;149531667;F-0324-1288958;02/03/2024;24898;Fixe;8341;2
13686384;147609747;F-0324-1235107;03/03/2024;24898;Fixe;10420;5
12737948;131541536;F-0224-0109839;03/02/2024;199;Mobile;4685;3
12737948;131541536;F-0324-0170743;03/03/2024;199;Mobile;4685;4
13272629;140685327;F-0324-1267833;01/03/2024;24898;Fixe;5964;1
13681102;147519681;F-0324-1221200;03/03/2024;49;Mobile;10238;2
13560110;145333456;F-0324-1270652;01/03/2024;99;Mobile;7985;2
12449092;124753719;F-0324-1237002;01/03/2024;99;Mobile;4266;5
13678543;147434863;F-0324-1215800;03/03/2024;249;Mobile;10158;3
13654537;146971232;F-0324-1304850;02/03/2024;249;Mobile;9418;4
13289519;140899855;F-0324-1294942;02/03/2024;49;Mobile;6018;1
11888242;117505864;F-0224-0199193;03/02/2024;99;Mobile;3464;2
11888242;117505864;F-0324-1218949;03/03/2024;99;Mobile;3464;2
13236597;140320912;F-0324-1235564;03/03/2024;49;Mobile;5864;5
13688363;147693490;F-0324-1223512;03/03/2024;49;Mobile;10480;3
13702572;148079646;F-0324-1319004;04/03/2024;49;Mobile;10888;4
13702572;148079646;F-0224-1446681;04/02/2024;49;Mobile;10888;1
13647776;146927750;F-0324-1273555;01/03/2024;24898;Fixe;9220;2
13587192;145699289;F-0324-1281042;02/03/2024;49;Mobile;8299;2
13094387;137618879;F-0324-1295540;02/03/2024;49;Mobile;5496;5
13677430;147432854;F-0324-1222894;03/03/2024;249;Mobile;10117;3
13635156;146784708;F-0324-1259139;01/03/2024;249;Mobile;8865;4
13227826;140143897;F-0324-1290120;02/03/2024;49;Mobile;5840;1
11994421;117445956;F-0324-1288302;02/03/2024;49;Mobile;3621;2
13509219;144314330;F-0324-1281657;02/03/2024;49;Mobile;7401;2
13509273;144314416;F-0324-1290946;02/03/2024;49;Mobile;7404;5
11987009;135866641;F-0324-1236995;01/03/2024;99;Mobile;3604;3
13680512;147518599;F-0224-1007711;03/02/2024;8345;Mobile;10219;4
13680512;147518599;F-0324-1209103;03/03/2024;199;Mobile;10219;1
13677430;147609252;F-0224-1006120;03/02/2024;149;Mobile;10117;2
13677430;147609252;F-0324-0927926;03/03/2024;149;Mobile;10117;2
13232475;144056865;F-0324-1287111;02/03/2024;99;Mobile;5855;5
13492971;144144665;F-0324-1236444;01/03/2024;49;Mobile;7201;3
12065590;146768875;F-0324-1305312;02/03/2024;99;Mobile;3718;4
13331215;141817739;F-0224-1184082;04/02/2024;99;Mobile;6167;1
13331215;141817739;F-0324-1311099;04/03/2024;99;Mobile;6167;2
13596931;145889444;F-0324-1287136;02/03/2024;49;Mobile;8402;2
13695895;147935752;F-0224-1179043;04/02/2024;49;Mobile;10717;5
13695895;147935752;F-0324-1312855;04/03/2024;49;Mobile;10717;3
13535478;144775131;F-0324-1216681;03/03/2024;49;Mobile;7706;4
13609515;147695578;F-0224-1033524;03/02/2024;7229;Mobile;8535;1
13609515;147695578;F-0324-1205304;03/03/2024;249;Mobile;8535;2
13685771;147608659;F-0324-1205301;03/03/2024;249;Mobile;10408;2
13221809;140047109;F-0324-1285337;02/03/2024;99;Mobile;5823;5
13661357;147133582;F-0224-1148336;02/02/2024;99;Mobile;9639;3
13661357;147133582;F-0324-0975410;02/03/2024;99;Mobile;9639;4
13661357;147133583;F-0224-1128546;02/02/2024;99;Mobile;9639;1
13661357;147133583;F-0324-0956908;02/03/2024;99;Mobile;9639;2
13520505;144496175;F-0324-1299842;02/03/2024;49;Mobile;7531;2
12298806;121938757;F-0324-1302599;02/03/2024;49;Mobile;4035;5
13380653;142457710;F-0324-1205264;03/03/2024;49;Mobile;6447;3
13097432;146764326;F-0324-1235266;03/03/2024;99;Mobile;5506;4
13106182;137896712;F-0324-1207254;03/03/2024;49;Mobile;5527;1
13448605;143495998;F-0324-1299749;02/03/2024;49;Mobile;6865;2
12962953;135197281;F-0324-1268513;01/03/2024;49;Mobile;5189;2
13576702;145517763;F-0324-1239350;01/03/2024;99;Mobile;8193;5
13660012;147070688;F-0324-0951645;02/03/2024;49;Mobile;9586;3
13662170;147135359;F-0324-0951656;02/03/2024;14899;Fixe;9671;4
12966048;135242755;F-0324-0972069;02/03/2024;69;Mobile;5196;1
13528342;144664846;F-0324-1215894;03/03/2024;49;Mobile;7621;2
11775150;135852583;F-0823-0159996;03/08/2023;149;Mobile;3335;2
11775150;135852583;F-0723-0021435;03/07/2023;149;Mobile;3335;5
11775150;139804235;F-0324-0013237;03/03/2024;99;Mobile;3335;3
13662399;147135643;F-0324-0971480;02/03/2024;14899;Fixe;9674;4
13605309;145920127;F-0324-0923840;03/03/2024;14899;Fixe;8491;1
13678527;147434830;F-0224-0987307;03/02/2024;99;Mobile;10157;2
13678527;147434830;F-0324-0948302;03/03/2024;99;Mobile;10157;2
13221899;147936670;F-0324-0965930;02/03/2024;49;Mobile;5824;5
13661852;147134623;F-0324-0966585;02/03/2024;49;Mobile;9661;3
13670399;147151256;F-0224-1154885;02/02/2024;49;Mobile;9905;4
13670399;147151256;F-0324-0973411;02/03/2024;49;Mobile;9905;1
3680903;139420779;F-0324-0900041;04/03/2024;249;Fixe;61;2
13040171;146880037;F-0324-0980311;02/03/2024;49;Mobile;5363;2
13657165;147025318;F-0224-1118926;02/02/2024;99;Mobile;9507;5
13657165;147025318;F-0324-0966568;02/03/2024;99;Mobile;9507;3
13662776;147136436;F-0324-0966588;02/03/2024;49;Mobile;9684;4
13660110;147070874;F-0224-1127646;02/02/2024;49;Mobile;9590;1
13660110;147070874;F-0324-0976284;02/03/2024;49;Mobile;9590;2
13652302;146967290;F-0224-1114800;02/02/2024;49;Mobile;9348;2
13652302;146967290;F-0324-0981977;02/03/2024;49;Mobile;9348;5
13108524;142961226;F-0224-1208795;04/02/2024;249;Mobile;5534;3
13108524;142961226;F-0324-0817355;04/03/2024;249;Mobile;5534;4
13661303;147133486;F-0324-0986472;02/03/2024;49;Mobile;9634;1
11699396;147935452;F-0324-0980591;02/03/2024;99;Mobile;3244;2
13657506;147025879;F-0324-0955067;02/03/2024;49;Mobile;9518;2
11770684;125712537;F-1022-0460315;04/10/2022;199;Mobile;3331;5
11770684;125712537;F-0922-0955471;04/09/2022;199;Mobile;3331;3
11770684;125544435;F-0324-0897290;04/03/2024;49;Mobile;3331;4
13660487;147071600;F-0224-1108057;02/02/2024;49;Mobile;9604;1
13660487;147071600;F-0324-0988976;02/03/2024;49;Mobile;9604;2
13661335;147133547;F-0324-0956067;02/03/2024;49;Mobile;9636;2
13679120;147435849;F-0224-0997018;03/02/2024;49;Mobile;10172;5
13679120;147435849;F-0324-0941236;03/03/2024;49;Mobile;10172;3
13669928;147150389;F-0324-0983725;02/03/2024;49;Mobile;9894;4
13689869;147696156;F-0224-1029625;03/02/2024;49;Mobile;10543;1
13689869;147696156;F-0324-0926367;03/03/2024;49;Mobile;10543;2
13658834;147068652;F-0324-0977706;02/03/2024;99;Mobile;9560;2
12533100;127147307;F-0224-1147870;02/02/2024;49;Mobile;4375;5
12533100;127147307;F-0324-0982890;02/03/2024;49;Mobile;4375;3
12317931;143659103;F-0324-0936049;03/03/2024;49;Mobile;4059;4
13659147;147069183;F-0324-0983870;02/03/2024;49;Mobile;9568;1
13659764;147070245;F-0224-1139733;02/02/2024;17671;Mobile;9581;2
13659764;147070245;F-0324-1295160;02/03/2024;249;Mobile;9581;2
13600808;146925742;F-0324-1233496;03/03/2024;249;Mobile;8436;5
12396347;126644230;F-0324-1265904;01/03/2024;149;Mobile;4188;3
13688667;147694070;F-0324-1210703;03/03/2024;249;Mobile;10494;4
13629612;146668585;F-0324-1310788;04/03/2024;199;Mobile;8755;1
13600808;146925741;F-0224-1001512;03/02/2024;21687;Mobile;8436;2
13600808;146925741;F-0324-1208891;03/03/2024;249;Mobile;8436;2
13672615;147255731;F-0324-1223991;03/03/2024;24898;Fixe;9966;5
13600808;145896947;F-0324-0021685;03/03/2024;249;Mobile;8436;3
13603970;147696207;F-0324-1233491;03/03/2024;249;Fixe;8470;4
13535530;144775234;F-0324-1216280;03/03/2024;49;Mobile;7708;1
11955217;135861862;F-0224-0096368;03/02/2024;149;Mobile;3565;2
11955217;135861862;F-0324-1232447;03/03/2024;149;Mobile;3565;2
10856574;104169999;F-0324-1291294;02/03/2024;99;Mobile;2446;5
13692447;147768685;F-0324-1344765;04/03/2024;48;Mobile;10628;3
11487330;144601115;F-0324-1259660;01/03/2024;199;Mobile;3011;4
13483195;146782143;F-0324-1339210;04/03/2024;49;Mobile;7092;1
13682791;147602819;F-0324-1216506;03/03/2024;199;Mobile;10304;2
13701086;148026385;F-0324-1333694;04/03/2024;49;Mobile;10848;2
13701086;148026385;F-0224-1438478;04/02/2024;49;Mobile;10848;5
13675770;147344707;F-0324-1205794;03/03/2024;249;Mobile;10068;3
12565127;146968928;F-0324-1242452;01/03/2024;249;Mobile;4425;4
13391161;145430551;F-0324-1212077;03/03/2024;249;Fixe;6487;1
13155548;138823940;F-0324-1297643;02/03/2024;49;Mobile;5651;2
12041814;118077774;F-0324-1237499;01/03/2024;59;Mobile;3681;2
12041814;118077732;F-0324-1273197;01/03/2024;49;Mobile;3681;5
13690774;147765593;F-0224-1177701;04/02/2024;49;Mobile;10568;3
13690774;147765593;F-0324-1318823;04/03/2024;49;Mobile;10568;4
13559041;145271067;F-0324-1335943;04/03/2024;49;Mobile;7973;1
13680251;147518134;F-0324-1217498;03/03/2024;24898;Fixe;10213;2
12725106;131288970;F-0324-1279099;02/03/2024;49;Mobile;4666;2
13494540;144147416;F-0324-1239857;01/03/2024;99;Mobile;7220;5
13372977;142428164;F-0324-1289229;02/03/2024;49;Mobile;6412;3
13683257;147603583;F-0324-1234905;03/03/2024;199;Mobile;10318;4
13705840;148159684;F-0324-1344509;04/03/2024;49;Mobile;10964;1
13450297;143499589;F-0324-1234281;03/03/2024;49;Mobile;6876;2
13472428;144073666;F-0324-1248330;01/03/2024;99;Mobile;7025;2
13472428;144073666;F-0224-0298755;01/02/2024;99;Mobile;7025;5
13506503;144309255;F-0324-1247326;01/03/2024;49;Mobile;7371;3
13257615;145341790;F-0324-1339701;04/03/2024;149;Mobile;5927;4
12446557;124749659;F-0324-1242393;01/03/2024;49;Mobile;4259;1
13174869;139204039;F-0324-1212660;03/03/2024;49;Mobile;5711;2
12993931;135601878;F-0324-1216004;03/03/2024;49;Mobile;5253;2
12184515;149437411;F-0324-1211772;03/03/2024;59;Mobile;3892;5
13383255;146766075;F-0324-1207164;03/03/2024;49;Mobile;6457;3
13671206;147253068;F-0324-1210690;03/03/2024;49;Mobile;9931;4
13676495;147346262;F-0324-1227793;03/03/2024;49;Mobile;10097;1
13620996;146429801;F-0324-1323741;04/03/2024;99;Mobile;8674;2
12965309;135201282;F-0723-0399842;01/07/2023;249;Mobile;5194;2
12965309;135201282;F-0823-1372092;01/08/2023;249;Mobile;5194;5
13676252;147345719;F-0324-1220694;03/03/2024;249;Mobile;10085;3
13695126;147934211;F-0324-1343247;04/03/2024;249;Fixe;10687;4
13664400;147139454;F-0324-1308963;02/03/2024;249;Mobile;9729;1
13673269;147256759;F-0324-0926598;03/03/2024;48;Mobile;9988;2
12959440;135151407;F-0324-1274826;01/03/2024;49;Mobile;5183;2
11460384;108191713;F-0324-1227837;03/03/2024;99;Mobile;2983;5
12965309;144149878;F-0324-1271044;01/03/2024;99;Mobile;5194;3
13548686;145009531;F-0324-1319673;04/03/2024;99;Mobile;7866;4
13357479;142150037;F-0324-1297823;02/03/2024;99;Mobile;6323;1
13452888;143504394;F-0324-1225785;03/03/2024;49;Mobile;6895;2
13641285;149617848;F-0324-1238740;01/03/2024;24898;Fixe;9047;2
12413098;145368296;F-0224-1210876;04/02/2024;49;Mobile;4219;5
12413098;145368296;F-0324-0838746;04/03/2024;49;Mobile;4219;3
13674705;147342893;F-0324-0937736;03/03/2024;49;Mobile;10040;4
13661124;147133090;F-0324-0976381;02/03/2024;49;Mobile;9624;1
12330042;122421185;F-0324-1238702;01/03/2024;49;Mobile;4073;2
13617859;146223720;F-0324-1212290;03/03/2024;24898;Fixe;8628;2
13685459;147608086;F-0324-0937828;03/03/2024;49;Mobile;10396;5
8381555;135337274;F-0423-0943935;04/04/2023;49;Mobile;1084;3
8381555;135337274;F-0523-1266515;04/05/2023;49;Mobile;1084;4
8381555;134578500;F-0324-0811691;04/03/2024;49;Mobile;1084;1
13657822;147033653;F-0324-0976280;02/03/2024;48;Mobile;9529;2
13661352;147133579;F-0324-0976298;02/03/2024;99;Mobile;9638;2
13656889;147024812;F-0324-0952554;02/03/2024;49;Mobile;9499;5
11424406;128562115;F-0224-0871399;04/02/2024;199;Mobile;2954;3
11424406;128562115;F-0324-0864794;04/03/2024;199;Mobile;2954;4
13663894;147138552;F-0224-1139159;02/02/2024;49;Mobile;9716;1
13663894;147138552;F-0324-0981595;02/03/2024;49;Mobile;9716;2
13687735;147692333;F-0224-1027322;03/02/2024;49;Mobile;10453;2
13687735;147692333;F-0324-0904163;03/03/2024;49;Mobile;10453;5
12530524;144148695;F-0324-0949350;02/03/2024;49;Mobile;4371;3
13678023;147433948;F-0324-0910880;03/03/2024;49;Mobile;10140;4
13594674;145812996;F-0324-0979895;02/03/2024;14899;Fixe;8371;1
13604872;145919423;F-0324-0929189;03/03/2024;14899;Fixe;8484;2
13684494;147606143;F-0224-1015013;03/02/2024;99;Mobile;10362;2
13684494;147606143;F-0324-0940082;03/03/2024;99;Mobile;10362;5
13657850;147066618;F-0324-0980772;02/03/2024;49;Mobile;9530;3
9610640;134788413;F-0224-0899425;04/02/2024;199;Mobile;1385;4
9610640;134788413;F-0324-0826566;04/03/2024;199;Mobile;1385;1
13170211;139034882;F-0324-0967577;02/03/2024;59;Mobile;5697;2
13683663;147604331;F-0224-1019518;03/02/2024;49;Mobile;10330;2
13683663;147604331;F-0324-0936350;03/03/2024;49;Mobile;10330;5
13653261;146969010;F-0324-0983844;02/03/2024;49;Mobile;9376;3
13592107;145808424;F-0324-0980099;02/03/2024;14899;Fixe;8342;4
13456511;143526605;F-0324-0913875;03/03/2024;124;Mobile;6922;1
13446422;143431925;F-0324-0984676;02/03/2024;49;Mobile;6849;2
11178800;128701837;F-0324-0841815;04/03/2024;240;Fixe;2732;2
13640437;146873665;F-0324-1040460;01/03/2024;99;Mobile;9023;5
13648973;146929821;F-0324-1034931;01/03/2024;99;Mobile;9258;3
6761313;147520683;F-0324-1061416;04/03/2024;49;Mobile;792;4
13639552;146792954;F-0224-1074251;01/02/2024;49;Mobile;9006;1
13639552;146792954;F-0324-1018673;01/03/2024;49;Mobile;9006;2
12283004;121665801;F-0324-1523889;01/03/2024;19748;Fixe;4004;2
13491612;144082050;F-0324-1539134;01/03/2024;392;Mobile;7175;5
13584690;148779772;F-0324-1517139;02/03/2024;24899;Fixe;8273;3
13363164;142220308;F-0324-0958894;02/03/2024;49;Mobile;6356;4
13635563;146785474;F-0224-1075652;01/02/2024;49;Mobile;8880;1
13635563;146785474;F-0324-1024156;01/03/2024;49;Mobile;8880;2
13638285;146790598;F-0324-1032839;01/03/2024;49;Mobile;8962;2
11928176;131768992;F-0324-1515569;02/03/2024;13539;Fixe;3526;5
11280274;105670654;F-0324-1510331;03/03/2024;7448;Fixe;2820;3
11280274;105670654;F-0224-0086761;03/02/2024;240;Fixe;2820;4
12701507;134390542;F-0324-1524702;01/03/2024;859;Fixe;4623;1
12701507;134390542;F-0224-0458383;01/02/2024;249;Fixe;4623;2
13703784;148082187;F-0324-1547339;04/03/2024;24799;Fixe;10913;2
11647960;110985389;F-0324-0330271;01/03/2024;349;Fixe;3187;5
13566413;145432079;F-0224-1067109;01/02/2024;249;Mobile;8079;3
13566413;145432079;F-0324-0384559;01/03/2024;249;Mobile;8079;4
13422207;143035457;F-0324-0310360;01/03/2024;49;Mobile;6673;1
13671751;147254125;F-0324-0946280;03/03/2024;49;Mobile;9949;2
13501394;144240041;F-0224-0481523;01/02/2024;49;Mobile;7304;2
13501394;144240041;F-0324-0232366;01/03/2024;49;Mobile;7304;5
11970893;117148227;F-0324-0347245;01/03/2024;249;Fixe;3588;3
13338776;141936038;F-0324-0256576;01/03/2024;49;Mobile;6210;4
13270235;140681109;F-0324-0247170;01/03/2024;47;Mobile;5956;1
12701253;130846837;F-0324-0390516;01/03/2024;249;Mobile;4622;2
12432817;124305502;F-0224-0980322;04/02/2024;249;Fixe;4244;2
12432817;124305502;F-0324-0854460;04/03/2024;249;Fixe;4244;5
13425694;143041730;F-0224-0234419;01/02/2024;49;Mobile;6700;3
13425694;143041730;F-0324-0251287;01/03/2024;49;Mobile;6700;4
10659722;97122279;F-0324-0266934;01/03/2024;49;Mobile;2287;1
13567519;145433999;F-0224-1084304;01/02/2024;49;Mobile;8099;2
13567519;145433999;F-0324-0275135;01/03/2024;49;Mobile;8099;2
13566015;145431388;F-0224-1085605;01/02/2024;49;Mobile;8074;5
13566015;145431388;F-0324-0383941;01/03/2024;49;Mobile;8074;3
13613253;146014496;F-0324-0918124;03/03/2024;14899;Fixe;8581;4
11671581;144392361;F-0324-0860964;04/03/2024;49;Mobile;3216;1
13684880;147607017;F-0224-1013816;03/02/2024;49;Mobile;10373;2
13684880;147607017;F-0324-0918393;03/03/2024;49;Mobile;10373;2
3736317;143114916;F-0324-0831899;04/03/2024;249;Fixe;79;5
13692064;147768078;F-0324-1347931;04/03/2024;49;Mobile;10612;3
13670659;147151713;F-0324-0968221;02/03/2024;49;Mobile;9913;4
7404243;99781731;F-0324-0874440;04/03/2024;240;Fixe;927;1
11796804;144775245;F-0324-0810193;04/03/2024;49;Mobile;3365;2
13480715;143972157;F-0224-0785436;04/02/2024;199;Mobile;7079;2
13480715;143972157;F-0324-1362051;04/03/2024;199;Mobile;7079;5
13076535;142434591;F-0324-1493739;01/03/2024;249;Mobile;5445;3
13329355;141734503;F-0324-1355372;04/03/2024;49;Mobile;6164;4
13696432;147936759;F-0324-1358660;04/03/2024;249;Mobile;10727;1
5598402;144395235;F-0324-1422596;04/03/2024;99;Mobile;527;2
13697392;148018614;F-0224-1175843;04/02/2024;49;Mobile;10755;2
13697392;148018614;F-0324-1356068;04/03/2024;49;Mobile;10755;5
13399231;142786856;F-0324-1451676;04/03/2024;14899;Fixe;6518;3
13322848;141619755;F-0324-1365164;04/03/2024;49;Mobile;6140;4
12625112;129503964;F-0324-1352655;04/03/2024;49;Mobile;4509;1
5995923;144598279;F-0324-1399689;04/03/2024;69;Mobile;645;2
8655295;145519888;F-0324-1417586;04/03/2024;149;Mobile;1127;2
13533968;144692146;F-0324-0192160;03/03/2024;49;Mobile;7679;5
13451914;143502412;F-0324-0037843;03/03/2024;199;Mobile;6886;3
13458485;143529977;F-0324-0135963;03/03/2024;49;Mobile;6934;4
13609137;145927114;F-0324-0045859;03/03/2024;49;Mobile;8534;1
13522574;144513439;F-0324-0680919;02/03/2024;49;Mobile;7556;2
13522574;144513439;F-0224-0506682;02/02/2024;49;Mobile;7556;2
11773079;113378340;F-0324-0126133;03/03/2024;99;Mobile;3332;5
13609068;145926988;F-0324-0045968;03/03/2024;49;Mobile;8533;3
13537235;144778270;F-0224-0104040;03/02/2024;249;Mobile;7732;4
13537235;144778270;F-0324-0197594;03/03/2024;249;Mobile;7732;1
13251138;140461936;F-0324-0160803;03/03/2024;14899;Fixe;5904;2
13466484;143824777;F-0324-0103349;03/03/2024;19;Mobile;6983;2
13535026;144759870;F-0324-0162980;03/03/2024;49;Mobile;7699;5
12684561;141515572;F-0324-0116355;03/03/2024;249;Fixe;4601;3
11922271;116457625;F-0324-0767760;04/03/2024;249;Fixe;3514;4
11837106;126662130;F-0324-0749393;04/03/2024;49;Mobile;3403;1
11609462;110350279;F-0324-0643050;02/03/2024;240;Fixe;3135;2
11609462;110350279;F-0224-0570527;02/02/2024;240;Fixe;3135;2
12091386;118797528;F-0324-0750292;04/03/2024;249;Fixe;3750;5
8042165;146929185;F-0324-1430187;04/03/2024;249;Fixe;1038;3
13591056;145766238;F-0324-0659114;02/03/2024;49;Mobile;8331;4
12588038;128765333;F-0324-0705080;02/03/2024;49;Mobile;4460;1
13583781;145692849;F-0324-0687852;02/03/2024;47;Mobile;8263;2
13355345;142146321;F-0324-1306935;02/03/2024;99;Mobile;6302;2
13549214;145070621;F-0324-1376616;04/03/2024;49;Mobile;7871;5
7292383;147520460;F-0324-1422788;04/03/2024;149;Mobile;910;3
10625522;96480779;F-0324-1498241;02/03/2024;2069;Fixe;2257;4
6396280;144664155;F-0324-1466861;04/03/2024;14899;Fixe;720;1
8190015;145692885;F-0324-0798761;04/03/2024;49;Mobile;1053;2
